ID	damagedvsundamaged_logFC	damagedvsundamaged_padjFilter
PFDN4	-0.0308133821682852	0.827961547586645
ADAMTSL4	0.00631916872835832	0.97190703363424
NME9	-0.0116580271712433	NA
SLC22A1	0.0063580464128198	NA
DYRK4	0.110099333555964	0.442054953891371
TCF3	-0.182865643666843	0.210911309947545
TUBB8	0.173362479269896	0.536483631786341
VANGL1	0.507006188995115	0.0471707564326299
PGP	0.158866006798975	0.194238149327204
EIF2AK1	0.270696214866359	0.236418841814786
PCK2	-0.10685701967985	0.480955333212269
INSRR	0.0391364988875202	NA
TPP2	-0.014483732703729	0.927619660524065
OLFM4	0.0404954728144068	NA
MGAT4C	-0.0345096957796165	NA
UTP3	-0.00736900122318212	0.953398299614358
ZNF346	-0.0178271025803082	0.889807069013589
SFTPD	0.241754064151311	0.25210825198807
S100PBP	-0.190186806342708	0.0592647931189118
SLC19A3	-0.0306213178752066	NA
CCDC140	-0.0126411459285153	NA
LATS2	-0.417564457014638	0.0636966673395721
TBK1	-0.34838733074996	0.0412121841525815
RPL22L1	-0.0169384044761073	0.951555289625311
IKBIP	0.0993730404386631	0.353181429943929
C12orf40	0.0533458730104578	NA
MRPS15	0.112644980345164	0.337488232681388
TMEM68	-0.0598580919734811	0.69980346542605
RIPPLY1	-0.0141523257167373	NA
CUZD1	0.145393441008014	0.155500993561889
PHB	-0.136363574430357	0.137785959408997
BACH2	0.162363362308123	0.273034874282399
CHIC2	-0.0128787010075346	0.915022538899832
C1QTNF5	-0.950264372948555	0.0464031823113072
GRAPL	0.012251032018	NA
ADGRG2	1.03593727775515	0.0671965781097721
KCNG4	0.0331844325794448	NA
FBXO36	-0.0718121176987212	0.61154886467549
MCOLN1	-0.034092365375439	0.79322463330103
MRPS17	0.0405582431516465	0.843557586264845
PPM1J	-0.0666374552890618	0.801167227281673
FCGR1B	-0.774032115645732	0.167717566686186
PICALM	-0.263523208837881	0.0848303281332136
NDUFS2	-0.141214031707633	0.598789163261324
NUP214	-0.0807492851008573	0.443998584088622
SPCS1	-0.27087844195335	0.336385830003648
GRIP2	-0.0348528577008499	NA
SCYL2	0.0165064905632582	0.935740608636194
ABHD3	-0.0987677030490405	0.486062664794359
RFXANK	0.197873646987877	0.296688610938718
H2AJ	0.013888501101299	0.97075329435442
STIM2	-0.0494839264818343	NA
PPP2R2D	0.143701751306696	0.146826982814945
LRATD1	-0.082629220742794	NA
LILRA3	-0.00502425080028145	NA
POTEB3	0.03190079533708	NA
RDX	-0.231183492170619	0.421921352145555
HSD17B3	-0.0357339938493722	NA
CTH	-0.189268082628052	0.314063650008602
MORN1	-0.00338216983356327	NA
ABL1	-0.0860293578193288	0.444115407915105
MIER3	0.0278300821487007	NA
NAPSA	0.00880867151939492	0.939119697573706
HAL	-0.0298187032402296	NA
CCL23	-0.0640820520935465	NA
PLPPR1	-0.0618685387455013	NA
BTBD19	0.0201415399503531	NA
ASS1	-0.617829132113485	0.110676412405167
PKD2	0.171231627977438	0.584929193355989
PROX1	-0.0125578199935247	NA
LYPD6B	0.0178572880297145	NA
COX6C	0.103763120867783	0.616978104961961
UBE2Q2P1	0.144770029061028	0.609606923578964
TMEM39A	0.0290212273524777	0.811604861407946
GBE1	0.447601184382009	0.0679860732168102
RARS1	0.113642638502275	0.610735939540224
TXLNGY	-0.0256071857138838	NA
HERC5	-0.404310175435732	0.0652308429786603
RPL41	0.240090532080804	0.367698871096691
SCRN1	-0.159355142607624	0.278321653123084
EFHC2	-0.0274832907246473	NA
OARD1	-0.133262865835795	0.294143206472545
ITM2A	0.146788061019769	0.625215265252268
ZNF804A	-0.0536858672960002	NA
ITK	-0.0574565594641104	NA
PCK1	0.0626702406409031	NA
COPS7B	0.0222415838946373	0.832312426892851
MAP2K4	0.0345620667254927	0.78561282827112
THRSP	-0.0460097169979134	NA
GLYATL2	0.00516194350843321	NA
ALOX15B	0.037837010287325	0.901762681649745
CCNL2	-0.129881670277474	0.246433191716021
ALMS1	-0.157569854438033	0.267905283135984
OR10J3	0.0373354640307907	NA
FGF22	0.0140524231618661	NA
COQ9	-0.0298476603813437	0.861088539325888
ZNF189	-0.235493683088494	0.0311848578975683
SLC16A11	0.123094755507935	0.142953256506613
CIDEA	0.817557517397745	0.0578448846424799
APEX2	0.138894300981123	0.283808152027354
CYP4F29P	0.0629455078277796	NA
TAAR2	0.129772075879586	NA
CALHM2	-0.43607120421256	0.124116907721818
AK4	0.294548830627306	0.143720045170131
PLCH2	0.11567240591336	NA
FAM187B	0.00918151063881607	NA
LINC01191	-0.0329356120094921	NA
SERPINB6	-0.163288482280277	0.383497077772783
MINDY4	0.185875101565254	0.104191112605221
ENDOU	-0.0508558043430393	NA
F8A1	0.00138793430259802	0.995238026466208
AKR7A2P1	-0.0384357401329209	0.768975384059691
KLHL3	-0.0693901935085745	0.560865935440762
RHOD	0.0581628958845081	0.782661805840817
MFAP3L	0.0180815108188482	0.863195521329534
TMEM181	-0.0083421198267457	0.968054943229078
PCDHGB2	-0.0429729331160548	NA
TEX10	-0.035520868756102	0.847002966633972
DPYSL2	-0.218730192645159	0.241615767898819
RTN4RL1	-0.0116286277087507	0.952380200015976
CHST15	0.711859321016297	0.0652259612292469
PCP4	0.0166078098108832	NA
CFAP299	-0.0691235147603633	NA
RGS18	-0.44606277554432	NA
SYCP1	0.073997701093101	NA
CHODL	0.0256232646242581	NA
FAM160A2	-0.262801094282136	0.033802681832877
SELENOH	0.0559094751013953	0.86922654737223
FDPSP2	-0.129451495799648	0.682638952701201
CA11	0.431483020374373	0.128765036586863
TFF1	0.241622215903836	0.161147439640907
ADAM19	-0.0434849655581235	0.448728966318222
PPP1R26	-0.0822046230735347	0.434707785592338
FAM155B	0.124755464543663	NA
C5orf51	-0.183078644250676	0.14150450198883
WDR26	0.0124427200613563	0.93465761084773
SEPTIN6	0.698677549213344	0.169632340481143
UBL4B	-0.0641680399132878	NA
VBP1	-0.155517176382298	0.336954611914744
SIM2	-0.108577489071513	0.221984376551079
C18orf32	-0.0708472950760585	0.736020777277265
CRYGD	0.0225486253090908	NA
CNBD2	0.0243357815793178	NA
TOP2A	-0.037750646517303	NA
ARL17A	-0.123831640927608	0.611487295535759
AQP10	0.252822223420183	NA
ACTR1B	-0.257646412512482	0.286484214578202
YIPF3	-0.0101484735092938	0.96907705769946
THSD1	-0.0920685929506766	0.599993838754522
PIP4P2	-0.249294263407091	0.349490221423497
ALG3	0.294950356760923	0.106957339426519
HAVCR2	-0.370997625560344	0.136190164353532
ZNF165	0.0945175871142111	0.36713847077073
PHF6	0.0224588107116031	0.849908740179705
KRTAP3-1	0.0913273891247067	NA
LPCAT2	-0.272182058315302	0.119926918351008
ART5	-0.0390453936486255	0.830448234787216
FADD	0.0649332639247013	0.802357772935783
CUL1	-0.124792285319485	0.524577272026569
NIFK	-0.279746777066264	0.189722599973124
TEX55	-0.0119146273816443	NA
DEFB119	0.0194797010368804	NA
ARHGDIB	-0.158878596559097	0.673753702656768
CHMP5	-0.505840773781825	0.195253895552985
SETD2	-0.165438115976374	0.045958704976492
ZNF720	-0.0325410649247517	0.739092244849321
SUCNR1	-0.0397630631265076	NA
MPPED1	-0.215751695813581	0.357394397677792
MYOZ2	0.0441525311145447	NA
SLAIN2	-0.0404483221737071	0.71556232053604
KANK4	-0.0397725585554989	NA
IGSF21	-0.628096313138649	0.228397388952175
ANKRD33	0.195389313495036	0.062557872604381
HSP90B1	0.0745163843698602	0.824491619395186
KIAA0232	0.0189403898891725	0.900255339194265
RNF144B	0.297851800143116	0.0802544573480434
LINC00319	-0.00161996022329854	NA
H6PD	-0.129727659709754	0.366661318221769
PTAR1	0.175235224927202	0.213194445702084
PGAP3	0.112654174227872	0.571632331287892
ARSF	0.0409546235164724	NA
ABCC3	-0.577513286727818	0.0935374720891635
ENTHD1	-0.0445057091425058	NA
MACROH2A1	0.182329421968826	0.291021533030134
NANOG	0.0359691103775572	0.772190919780406
TMC4	0.0164814162355966	NA
HLA-DRB5	-1.50415841314017	0.129513977239219
GPI	0.172907000942572	0.641084521775609
ATP5F1E	0.428585916701322	0.265140828429108
ABI3BP	0.809038802815375	0.128265648949869
LEF1-AS1	-0.0976858566168388	NA
MRPL49	-0.289106150183435	0.199651743519518
LRRC15	-1.19691421380726	0.0367742150341496
C3orf62	-0.0489160339913398	NA
SHD	0.151780887583434	0.103077575842593
CYREN	0.0950803977082988	0.415870857085235
IGLON5	0.292874169806	0.225354239665452
TNIK	0.137414208435102	0.320660310796702
TRADD	0.224915197849881	0.133229234729379
STEAP1	0.0264480110710971	0.944192787208503
FCRL3	-0.0281946222526532	NA
DOCK5	0.185376621242551	NA
FAM135A	-0.0540568617729691	0.562333799546744
RBM46	-0.0228478846102812	NA
MFGE8	-0.498534120216833	0.370386964988698
VGLL3	-0.401830784632175	0.18851799595653
H2AC16	-0.0628124366803004	NA
ZNF438	0.124163809752819	0.278063565985864
CD163	-1.65076964730887	0.131256870488938
NUDT12	0.0815030228655339	0.675895023702236
SLC1A5	-0.177732722995896	0.550374725051789
STC1	0.00880522691871772	NA
ASTE1	-0.171309969749621	0.175786496485856
ALKAL1	-0.0100996998095746	NA
TNXB	0.0201844493212565	0.960326710919634
RLN1	0.0447141221480154	NA
KCNK10	-0.0375810373449646	NA
APOA5	0.0125558718260466	NA
MYT1L	-0.0488684964683713	NA
H2AC8	0.0840705053484714	NA
HAO2	-0.0171332163993645	NA
GSC	-0.329878999750344	0.0867164183017201
PKD1	0.291888254548132	0.273623890955827
SEC14L4	0.384992065021939	0.0495666992033558
HMOX2	0.110836884754658	0.386217058599366
TARDBP	-0.0775608465250122	0.662042262886433
HSD11B1L	0.46634510524128	0.0741978497107108
USP54	-0.188089197765071	0.190815442710924
DHX33	0.00938318645753304	0.933065421782848
RAP2C	-0.0561154259426295	0.659827510603115
UBR3	0.012000895176129	0.924908726286355
RASSF7	0.178043812855571	0.172254006421418
FRA10AC1	-0.0879057802775667	NA
PLEKHA4	-0.198400015093513	0.51576244893785
CDC23	-0.14461547495491	0.180996141539984
EEF1AKMT4-ECE2	0.093726934899379	NA
ASB6	-0.0270378431892198	0.882552579463425
RASAL1	0.177983869085587	NA
PMS2P2	-0.0505598620638675	0.641343463814765
LBX1-AS1	-0.0165286759392112	NA
GBA2	-0.317115585355297	0.0255898931385228
RTKN	0.407627634360946	0.0778877947244623
KIF13B	1.10841212609322	0.0201230705810044
CCDC85A	0.284842348841459	0.39560619689596
CKLF	0.00171986141304144	0.989386816062001
RC3H1	-0.11754144735022	0.289771446331318
CYP1A1	0.052477589837698	NA
H4-16	0.0704092985172246	NA
SLC8A3	-0.386937268526338	0.150093775231245
STC2	0.240467298036508	0.277070435630534
TOMM40L	0.0411833219072313	0.725391069119684
DHX15	-0.372124171444228	0.352330690340405
EMC9	0.203500043266346	0.165242052170435
YWHAB	0.128627495913678	0.517107753638859
ACSBG2	0.046805518498407	NA
MRRF	0.0770695881002572	NA
EIF5A	-0.326550591199022	0.251553537050857
PRSS54	0.285362188347975	0.0455491554236384
MRM1	0.210070238419971	0.195604447221608
HSD17B6	0.298603519019117	0.047227453708816
AP4B1	-0.10244837766551	0.270156847352495
CROCCP3	-0.0335042086523533	NA
COLCA2	-0.0420272490236621	NA
NRTN	0.406331035488338	0.0201230705810044
CHRND	-0.00584416500493215	NA
PNMA1	0.00558845443673615	0.983331346029736
SLC26A1	-0.00246228913915692	NA
GNA13	0.07346682943541	0.680541926298272
FAAP24	-0.00434585080937433	NA
OLAH	-0.0218995412916951	NA
SRI	-0.163232149223655	0.415870857085235
MTFR2	0.043796697889444	NA
SLC20A1	0.275119702802156	0.427422840325969
DEFB127	0.0250604965542001	NA
PSMC3IP	-0.0751825480741205	0.505855332700731
FBXL2	0.00714588934864722	0.968736220068128
PPP1R16A	0.262666962960988	0.305679928348537
SFRP1	-1.26703118338572	0.186764420332944
PNPLA3	0.00959461223964487	0.941029189698347
CCN2	-0.242212326163996	0.625215265252268
PBK	-0.0259801193406813	0.942277121394119
PIP4K2B	-0.0239628613791109	0.802183199897099
KNCN	-0.0199936328595028	NA
LAMB4	-0.0239871742744206	NA
FECH	-0.0120934189475352	0.911317106354545
NEK1	0.0773229465682768	0.494884660701396
POLD3	-0.223263588029821	0.176815503296368
CXXC4	0.330395010419832	0.0449252213930278
EIF2B5	-0.0411219281454839	0.745758749849521
CARD14	0.286999960998607	0.0457161485880478
NXT2	-0.024459534572605	0.887355478385472
RBAK	0.113712041348969	NA
PECAM1	-0.879738123788982	0.282700703715826
C6orf132	-0.125684131597945	0.400726576094857
CSTB	-0.241649129032189	0.233010481767891
LOC148709	0.11155239308797	0.453769639908928
LRRC14	-0.0667047358219276	0.648203479094015
TUBB	-0.320296102082064	0.140034406156824
CCSER2	-0.424488602652411	0.084306647332132
MITF	-0.245860797558067	0.136190164353532
H3C13	-0.12546727105176	0.524206236548912
CHRM3	-0.032002036634466	NA
BID	-0.651994332517687	0.0789931615302337
CHI3L2	-0.143205099916593	0.772190919780406
ST6GALNAC5	0.847739416438715	0.0368910111959739
SLC29A2	0.0637114290709993	NA
DOCK4	-0.572962683563638	0.105926872812715
NNMT	0.465420757269442	0.0407321342403216
CALHM6	0.496017621454651	0.0530991227766786
RPL28	0.129979986873564	0.736713772122049
UBE2V1	0.0587503359605023	0.634734752971738
IL10RB	-0.124229633203525	0.604715974253071
CD19	0.119448046259944	NA
PRELID3A	0.0289053029135484	0.874688408931412
FCER1A	-0.510127770856595	NA
ZNF219	-0.258162828167864	0.360379482836313
LRRC8E	0.401913986696504	0.0904133309712053
PLA2G7	-0.204735502357686	NA
EIF2B2	0.0360552977202331	0.841429637898776
ZNF136	-0.278544771450494	0.0546894398812909
BANF1	-0.374453435667538	0.105101105706758
TMEM229A	-0.041219126056121	NA
GSPT2	0.135709623717338	0.174503032966208
UROC1	0.744731584394138	0.0495666992033558
THAP4	0.296214788222089	0.0632610581271254
MRPL19	-0.204634265424083	0.150052438275333
VAMP2	-0.348163101477474	0.118841262821023
MICU2	-0.110182252770206	0.632998990564827
CCL22	0.00264551416978308	NA
OR1Q1	-0.0293646734755366	NA
TICAM1	0.120495069290779	0.255843153687428
KLF7	-0.0231106436070855	NA
DDR2	-0.28513159181312	0.30863085032113
YAP1	0.0838351772727123	0.765112621682963
ZNF707	0.148257517088094	0.376404499530229
CA9	0.923032476882495	0.162394986613117
RASGRP3	-0.229866523033904	NA
NUP88	0.143285336880185	0.1255371943131
GPR149	-0.060148166511591	NA
UPK3A	0.146542576548804	NA
SREK1	-0.30128664865097	0.0844151235490412
GPR68	-0.537392625577043	0.0658860001590559
MIF4GD	-0.0885338199258544	0.54099199165352
SYNJ2BP	0.12429804230862	0.154407899694133
COL11A2	0.383811641113213	0.365127489320848
OSTC	-0.198845602564381	0.63689076999283
PLRG1	-0.26337047187753	0.0726005814843141
GC	-0.113219192808217	NA
TIMP3	-0.0474001173175387	0.898749420773462
KCNE1	-0.0206043792378423	NA
TP53I13	0.291396668366093	0.308398702514487
GZMH	-0.0815453979505287	0.629124378320097
PYDC1	-0.056308173700724	0.698653288990217
GPR150	-0.50080094950356	0.764778225555087
STXBP5L	-0.009217643882096	NA
ADIPOR1	0.0403745066854931	0.863043488915055
POLE3	0.016555195517756	0.917108422502854
MYT1	0.00112327510364926	NA
OR2W1	0.023850048982476	NA
ADCY8	-0.0217631727056611	NA
PAGE1	0.0307559880990364	NA
STX11	0.0213544375086229	0.847806185880718
P2RY14	-0.291283931739195	NA
KRTAP3-2	-0.0619588228959393	NA
XCR1	0.171742786735268	NA
WLS	0.0212329504238136	0.917108422502854
SLAMF9	0.0379572167492625	0.89177120713953
SMPD2	-0.07901369435625	0.416582101402102
NBN	-0.304722021821234	0.077498384782138
MORF4L2	0.178643257776373	0.584867443530359
OR8U1	0.0892015037237997	NA
PGGT1B	0.0868178992915282	0.381899355185302
BCORP1	-0.103152141159683	NA
CSMD3	-0.00220379936959788	NA
PIM1	0.429621983990715	0.140684566277775
APOBR	-0.29065814116641	NA
HRG	0.0184220941079654	NA
MRPS7	-0.121553429925821	0.428104670091683
MARCHF9	-0.0278684467090746	0.968736220068128
FAM104A	-0.014207819334686	0.942277121394119
MICAL3	-0.123757405268987	0.258056382543587
TEX14	-0.025528317230738	NA
SERPINE2	1.5688875173474	0.0217120236700311
ZC3H14	0.0661898891032875	0.566090146260301
NGEF	0.53259340205682	0.199956297928872
NCAPD2	0.101478624317657	0.314063650008602
NFATC2	0.155756957601995	NA
MAP3K20	0.052116645820411	0.784856137130121
LINC01405	0.0146584506759853	NA
TFAM	0.0526223129335808	NA
DLX1	-0.0930652920185832	NA
UCHL1	-0.234661873446259	0.476418025205621
LDB3	0.0892363839977967	NA
KLRG1	0.0392720560079186	0.61154886467549
R3HCC1	0.164224863842263	0.415870857085235
POLRMT	0.174158870208402	0.431443768250508
COL6A1	0.240338217292668	0.609213226734412
C4orf17	0.00929898178328633	NA
CDC42EP2	-0.350554893192972	0.155270650695721
IFT172	-0.256232408605453	0.0378929735385817
ADAMTS4	-0.316863066437523	0.244840181339172
CHMP1A	-0.0061622285185572	0.95865378950157
GPRASP2	-0.0551126731214992	0.575494360932378
PRF1	0.0410210114792735	NA
MAP3K14	-0.243283195322391	0.102256790416509
DDX10	-0.032280731516947	0.722417558255475
FEZF2	0.00853340617859913	NA
USP20	-0.0806021851965713	0.70429548321626
LRRFIP2	0.334412346800979	0.0417365705386252
PRSS22	-0.024492377459329	NA
DEPP1	-0.0778985582867381	0.868931211932166
GRK6	0.12104621643845	0.338591597529516
ADAMTS3	-0.134729404053564	0.408264711168386
CDR1	-0.0755656278121741	0.846086837511065
VSIG2	0.25273703820543	NA
MACO1	0.14112416414963	0.336954611914744
TRMT9B	0.0648078688028012	0.760927881654671
RAPSN	0.0763773400648456	NA
ANKH	0.539985026063072	0.143750050293457
GSTT4	0.0345912042119519	NA
PPFIA4	0.428631608013176	0.261407820713337
GOLGA8IP	-0.200384961889526	0.384371646676579
HEATR1	-0.222902731221507	0.0417365705386252
PCDHB6	0.03425571485655	NA
MGARP	0.0863946526639882	0.448177741280436
CNIH2	-0.00223266264361732	0.997521759393908
CAPN6	-0.743920738987421	0.273051664293979
SLC3A2	-0.25709305354358	0.199608506868822
ZFR	0.118707882493932	0.59613079141798
ZNF566	-0.0198071071040126	NA
WASHC1	-0.221251280796338	0.458666638235451
OR52K2	0.111609894974912	NA
TMEM132D	-0.0444487291766533	NA
EFTUD2	-0.0916921530187355	0.497479120806694
SLC38A1	0.103489704910738	0.586482767398825
KCNA7	-0.0235453939778577	NA
BAG4	-0.0148227439473807	0.864770712063008
SREBF1	0.171331861267498	0.455668039653388
AP3M2	-0.158334196461951	0.194844359838561
MARCKSL1	-0.304076798546715	0.0863579557237341
SPATA5L1	-0.0680943612254999	0.434717334293809
NKAIN4	-0.166302595291836	NA
ZBTB14	-0.0573199795356494	0.635985889888182
ARHGEF1	-0.128949663399487	0.310174189974171
NTN4	-0.631054211908969	0.138574857789568
GBP4	-0.093786544762558	0.789973468770548
ADGRF3	0.0124052904552325	NA
PPP4R1L	-0.0149339708199359	NA
ZKSCAN2	0.27478223565029	0.336713472577304
TUBG2	0.125823851800493	0.381160644742543
RRAGC	-0.0817367041662494	0.562781137998742
UCMA	-0.71028133147472	0.195480300369209
RPA2	-0.288645392189707	0.0654599557886873
DCAF7	-0.139587680993841	0.275763931900118
BMPR1B	0.062485362600036	NA
PRPF4	0.0133171128612802	0.950097917739466
FITM1	0.00101554192203514	NA
HIGD1B	-0.163848420236953	NA
HMGA2	0.549880093983787	0.145664104955396
COLGALT1	0.0312247290617797	0.876298658128984
MCCC1	-0.323030727125129	0.0563449403646257
GDF9	-0.0282947065434862	NA
FAM83A	0.0676877065288467	NA
YPEL2	-0.075915228682229	0.674604991077089
FAT4	-0.563765335133574	0.0856413757295662
MR1	-0.0250877598389982	0.903190583844077
HMG20A	-0.188466287859185	0.0692187874181468
RAB33B	0.023014110917089	NA
TOMM5	-0.127837644323404	0.66117496878562
MT1F	1.08068481890049	0.0225475870139815
ERCC2	0.0141926521374174	0.930791398713253
ANKIB1	-0.138226749856726	0.600028329395979
BRI3BP	0.247742709031704	0.0643359564769258
PARP9	-0.269904410188507	0.294205429420807
BBIP1	0.0860020213506433	0.642793756616005
HMGCR	0.0900760356305059	0.620024798154237
MRPL51	-0.0575738351874455	0.842003034142379
AHNAK2	-0.212113426375905	0.338591597529516
MATN3	0.222676946276935	0.597931293158695
NOX5	0.0347935537843599	NA
DMTN	-0.0530039675921151	NA
ZFP69B	-0.00384630373584847	0.974357444439206
DOC2B	0.120460122351848	NA
PCDHGA2	-0.135913638758003	0.568289511129938
LINC00909	-0.0901584016524847	0.542166731406037
GLTPD2	-0.00887488679544772	NA
RITA1	0.00884601719638546	0.948473551798746
MCOLN2	0.410811913016833	0.0900140813480735
CYP20A1	0.0724872783547628	0.638680532552531
ZNF746	-0.119959402187145	0.708944645856307
IPO11	-0.0752131879050265	0.434788060883765
NPRL3	0.222952439750071	0.15072309456378
TAS2R14	-0.0277046569202953	NA
SLC25A33	0.0290174993489841	0.790477226289177
AKAP1	-0.0606901562023617	0.758632444196648
TAF1	-0.151895866117025	0.0880300885376392
FUBP1	-0.072577269107598	0.437839089600506
NDST3	0.0178311636159798	NA
TXN2	-0.122317043001763	0.627218314326642
CST2	0.0521391963539519	NA
PI4K2A	-0.0697718598887048	0.422497434051653
PHYHIP	0.857774890600845	0.0455294700680481
LOC646626	0.165896519803408	0.281057219295299
ZNF425	0.0939815407241866	0.578892554410122
COL8A2	0.297112391901961	0.154225333189573
DOLK	0.119110959259383	0.254970722514454
MRFAP1	-0.411038036330743	0.323010946015537
ATP11A	-0.241599585503133	0.110198326256809
OVOL1	0.00147764826324972	NA
DBH	0.0757570522797673	NA
TMEM38A	0.335922762445671	0.0558301685223837
DOCK9	0.134225745205739	0.336931416739445
NFYA	0.142112264558517	0.25003220184327
TIMM44	-0.0701071051205028	0.552555918510979
BLOC1S2	-0.0832084520828092	0.735624163127176
MED29	0.00586029798380099	NA
GLI2	-0.152665110265604	0.121914630248549
ASH2L	-0.0896810859183929	0.634108159663332
PRKCH	-0.0720491306065254	0.71045578099522
SRSF9	-0.258682994242724	0.250801204812211
GADD45B	0.296512771843701	0.255770376467711
GBGT1	-0.167002253726441	0.0682810051414257
NANOS1	0.0964187163921599	0.432791970867614
DOK1	1.03695012039247	0.0803437311945275
CCDC85B	0.083417050904766	0.900844219958784
ULK1	0.0920131453443667	0.477830070075147
KLHL10	0.0101270872540624	NA
MYO1A	-0.104789245917723	NA
OSTM1	-0.0613009748357397	0.421395602847955
ADIRF	-0.68057228197356	0.0266136724645153
PIR	-0.215289803871244	0.145656006392687
GABRD	-0.103969266086423	NA
ADAM12	0.117878288552877	NA
GTF2F1	0.200481457326998	0.386499445306008
AGAP1	0.339033409844168	0.0884406116441765
DPPA3	0.0228278603951721	NA
GPAT4	-0.136876140221731	0.389715272032441
GRAMD2B	-0.217072654494367	0.150025095101449
PDZRN3	0.171166115236791	0.381166934633066
ZSCAN4	-0.0594521696132105	NA
ODAM	0.923925034408985	0.075422173152847
ZNF469	0.12799737033883	0.696717231700392
FRMD7	-0.260967012677729	0.131126314769025
WDR33	-0.0292258718460326	NA
ITFG2	-0.1798838970835	0.246880686941311
CTDSP1	-0.115979883398409	0.473373496090203
DNAAF2	-0.091214961755808	0.652350659468279
RAB31	-1.02358251758951	0.0360228638665609
ZDHHC22	-0.00570492998676301	NA
CABLES1	-0.475314939334809	0.0812491831101729
FOXK1	-0.160554979154616	0.40143551971866
SERHL2	-0.0194540985136206	0.886719794215582
NTNG2	0.583380207930027	0.199967183096531
ACO2	-0.147394383052836	0.206444411064778
KCTD17	-0.297866110844963	0.186628202249439
SOWAHA	0.0999185945178107	NA
EPPIN-WFDC6	-0.0388621127368728	NA
POU3F4	0.0297344297977244	NA
RRN3P2	-0.0110894532017544	NA
ZCCHC17	0.286626696058747	0.400726576094857
MGP	0.729310871003416	0.238686506958662
SNX31	0.0019873334887305	NA
MED1	-0.0833925796211715	0.689842595080112
SPAG9	0.0544895194821669	0.526305855321594
NOVA1	0.288941918821342	0.120509128665336
MFSD1	0.00493271016499352	0.984623065298147
DPEP3	0.400573031679122	0.286097506320421
TNS1	0.109966045958436	0.399147045471162
CYCS	-0.0075109924100159	0.972614811720929
NUP160	-0.308413478645897	0.160157975102028
TEX12	-0.000963321078704397	NA
ZNF280C	-0.154229230820839	0.199956297928872
SEC31A	-0.0197455100880938	0.906787767791577
DYM	0.145167629803167	0.170447831932878
APOO	0.0230075620548542	0.897111663332833
AQP4-AS1	0.0415722554336043	NA
ARHGAP33	-0.0119786651096778	NA
LSM12	0.0681559851482312	0.373535845539641
LINC01197	-0.0844936698164844	NA
SYT15	0.00448583412122467	0.970217600391097
HOPX	-0.520726082982116	NA
PCDHB17P	-0.0064933597040648	NA
KLRD1	0.143945578077012	NA
ZNF607	-0.0507473431968688	0.58680424109254
GTSE1	0.0356301699381888	NA
KCNN2	0.112140970884545	NA
FOSB	-0.0245571574612747	0.97190703363424
PUM1	-0.0138362261633723	0.921743647309884
PPEF1	0.0409084800341224	NA
KCNJ5	-0.172282869328327	NA
ENOPH1	-0.0341205270212457	0.889807069013589
ZNF235	-0.165760447504454	0.262451232883875
PIGR	-0.0164850688552052	NA
ZNF609	0.0672088446792243	0.419034916908315
POLR3D	0.0141425565461822	0.908881208077414
H1-0	0.550608286404876	0.0408651252527011
PUDP	-0.169650499965688	0.151152692631164
TMEM35B	-0.557274362232665	0.129735327830044
KRTAP13-1	0.114885900459365	NA
RIPK2	0.180135727017204	0.160723943843322
SAMD7	0.0545451545110667	NA
AASDHPPT	-0.230546241255792	0.247436354204233
DKK1	-0.679047781424092	0.146028109110759
MAP9	0.22642044311842	0.366850595097546
KLRB1	-0.19097730281611	NA
OR2A20P	0.00545559836436348	0.968736220068128
PDCD2	-0.040624670275538	0.765604113714543
ILKAP	-0.131154166381764	0.175935950224811
SLC16A7	0.244720169915062	0.0960883037150985
OR12D3	0.0496127081855838	NA
ALPG	0.233450675941557	0.540055164936352
RAPGEFL1	0.0815086399779169	NA
BMP5	-0.245396383553123	0.370408635158649
SIX3	0.0940018766535523	NA
ARMC7	-0.00078803237571981	0.994224302764671
PHF23	-0.0916830788135043	0.200998196251788
SORCS1	0.0583697914627513	NA
CD27	-0.0516655242680074	0.678919910715916
PRMT2	-0.174583730886905	0.364941807195701
LRG1	0.0823346457954942	NA
OR13C4	-0.107572283159467	NA
TSPAN4	-0.493863245489887	0.0954886100052888
ADRA2C	-0.126835290898762	0.708028424991409
GPATCH3	-0.123389828985451	0.326093771900171
FAM27E5	0.0743298805626835	NA
GSTM4	-0.0122937978539192	0.917108422502854
TMEM139	-0.071815239178043	NA
TEC	-0.0263404076012449	NA
KCNH2	0.0720828831934987	NA
WRAP53	-0.0239155923425493	0.817768077437947
ZP4	-0.00131393085981068	NA
NDUFS3	-0.0936582021045557	0.455668039653388
NAT8B	0.0759974025163121	NA
SMG1	-0.147943475896902	0.311971810129578
ATP6V1B1	0.0128237350135947	NA
TDG	-0.144664277407289	0.446790038385583
CLDN14	0.016085939763143	NA
UMODL1	0.0394286298130901	0.745758749849521
C2orf92	0.0402312853342801	0.779667254026354
MMP8	0.0453852712773961	NA
COX6A1	-0.0556974791512934	0.835425313788213
FAM160B1	-0.0647959031619943	0.35720179922963
XPO5	0.039352306366572	0.831152774432508
GOLGA6C	-0.0168460856628357	0.872367932984461
QSOX2	0.123371135080214	0.360379482836313
PRSS58	-0.105463417507393	NA
TLCD3B	0.17323062255127	0.210301764492356
KCNH1	-0.00436782548810024	NA
UBE2C	0.0800896553943667	0.84523482534358
