ratID	HumanID	ratGeneSymbol	HumanGeneSymbol
ENSRNOG00000060081	ENSG00000212383	RF00554	RF00554
ENSRNOG00000056217	ENSG00000212383	RF00554	RF00554
ENSRNOG00000061431	ENSG00000239855	AABR07061134.1	IGKV1-6
ENSRNOG00000010793	ENSG00000167778	Spryd3	SPRYD3
ENSRNOG00000020554	ENSG00000169241	Slc50a1	SLC50A1
ENSRNOG00000061371	ENSG00000154582	AABR07035541.3	ELOC
ENSRNOG00000011648	ENSG00000240583	Aqp1	AQP1
ENSRNOG00000057501	ENSG00000157470	Fam81a	FAM81A
ENSRNOG00000006329	ENSG00000197329	Peli1	PELI1
ENSRNOG00000053630	ENSG00000200102	RF00026	RNU6-252P
ENSRNOG00000054740	ENSG00000200102	RF00026	RNU6-252P
ENSRNOG00000017803	ENSG00000077420	Apbb1ip	APBB1IP
ENSRNOG00000025418	ENSG00000135931	Armc9	ARMC9
ENSRNOG00000001219	ENSG00000175894	Tspear	TSPEAR
ENSRNOG00000013479	ENSG00000084090	Stard7	STARD7
ENSRNOG00000028884	ENSG00000249222	Atp5mg	ATP5MGL
ENSRNOG00000055361	ENSG00000202529	RF00093	SNORD18B
ENSRNOG00000020474	ENSG00000127445	Pin1	PIN1
ENSRNOG00000000857	ENSG00000255152	Msh5	MSH5-SAPCD1
ENSRNOG00000021824	ENSG00000132002	Dnajb1	DNAJB1
ENSRNOG00000009152	ENSG00000135387	Caprin1	CAPRIN1
ENSRNOG00000060849	ENSG00000167771	LOC102552640	RCOR2
ENSRNOG00000033863	ENSG00000232434	Ajm1	AJM1
ENSRNOG00000003554	ENSG00000165195	Piga	PIGA
ENSRNOG00000027843	ENSG00000125498	Kir3dl1	KIR2DL1
ENSRNOG00000017695	ENSG00000117450	AABR07012795.1	PRDX1
ENSRNOG00000059739	ENSG00000207316	RF00019	RF00019
ENSRNOG00000014832	ENSG00000114738	Mapkapk3	MAPKAPK3
ENSRNOG00000051688	ENSG00000277758	Syt15	FO681492.1
ENSRNOG00000055371	ENSG00000160460	Sptbn4	SPTBN4
ENSRNOG00000019059	ENSG00000184517	Zfp1	ZFP1
ENSRNOG00000047206	ENSG00000105486	LOC100911727	LIG1
ENSRNOG00000004452	ENSG00000184945	Aqp12a	AQP12A
ENSRNOG00000007821	ENSG00000127334	Dyrk2	DYRK2
ENSRNOG00000005736	ENSG00000173674	Eif1ax	EIF1AX
ENSRNOG00000056834	ENSG00000200320	RF00092	SNORA63
ENSRNOG00000051566	ENSG00000237611	RF00017	RF00017
ENSRNOG00000006435	ENSG00000136816	Tor1b	TOR1B
ENSRNOG00000000454	ENSG00000241106	RT1-DOb	HLA-DOB
ENSRNOG00000043233	ENSG00000186526	Cyp4f6	CYP4F8
ENSRNOG00000048979	ENSG00000186526	LOC100912471	CYP4F8
ENSRNOG00000062306	ENSG00000186526	Cyp4f17	CYP4F8
ENSRNOG00000042496	ENSG00000186526	Cyp4f5	CYP4F8
ENSRNOG00000059875	ENSG00000072121	Zfyve26	ZFYVE26
ENSRNOG00000010155	ENSG00000078674	Pcm1	PCM1
ENSRNOG00000007591	ENSG00000158715	Slc45a3	SLC45A3
ENSRNOG00000049507	ENSG00000186522	Sept10	SEPT10
ENSRNOG00000039336	ENSG00000196196	Hrct1	HRCT1
ENSRNOG00000026629	ENSG00000205718	AABR07069343.1	MBD3L4
ENSRNOG00000042596	ENSG00000205108	Fam205a	FAM205A
ENSRNOG00000003018	ENSG00000162745	Olfml2b	OLFML2B
ENSRNOG00000054166	ENSG00000199594	RF00026	RNU6-1301P
ENSRNOG00000009208	ENSG00000083535	Pibf1	PIBF1
ENSRNOG00000031420	ENSG00000068001	Hyal2	HYAL2
ENSRNOG00000011526	ENSG00000140479	Pcsk6	PCSK6
ENSRNOG00000031431	ENSG00000134690	Cdca8	CDCA8
ENSRNOG00000002834	ENSG00000134962	AABR07015003.1	KLB
ENSRNOG00000007999	ENSG00000174429	Abra	ABRA
ENSRNOG00000048989	ENSG00000174720	Larp7	LARP7
ENSRNOG00000026573	ENSG00000079482	Ophn1	OPHN1
ENSRNOG00000057512	ENSG00000206593	RF00026	RNU6-47P
ENSRNOG00000009589	ENSG00000171819	Angptl7	ANGPTL7
ENSRNOG00000005408	ENSG00000274180	LOC100911674	NATD1
ENSRNOG00000050567	ENSG00000274180	Natd1	NATD1
ENSRNOG00000059702	ENSG00000151575	Tex9	TEX9
ENSRNOG00000003545	ENSG00000116750	Uchl5	UCHL5
ENSRNOG00000050907	ENSG00000171942	Olr1091	OR10H2
ENSRNOG00000018351	ENSG00000176946	Thap4	THAP4
ENSRNOG00000019336	ENSG00000107485	Gata3	GATA3
ENSRNOG00000012364	ENSG00000163637	Prickle2	PRICKLE2
ENSRNOG00000018915	ENSG00000164691	Tagap	TAGAP
ENSRNOG00000024549	ENSG00000160953	Mum1	MUM1
ENSRNOG00000051709	ENSG00000278234	RF00004	RF00004
ENSRNOG00000017996	ENSG00000163499	Cryba2	CRYBA2
ENSRNOG00000061200	ENSG00000222174	RF00100	RN7SKP146
ENSRNOG00000004972	ENSG00000183696	Upp1	UPP1
ENSRNOG00000027843	ENSG00000240403	Kir3dl1	KIR3DL2
ENSRNOG00000018603	ENSG00000172508	Carns1	CARNS1
ENSRNOG00000015818	ENSG00000144034	LOC103690067	TPRKB
ENSRNOG00000019110	ENSG00000149635	Ocstamp	OCSTAMP
ENSRNOG00000056437	ENSG00000199593	RF00181	SNORD114-14
ENSRNOG00000009846	ENSG00000273748	Frg1	AL592183.1
ENSRNOG00000000047	ENSG00000085117	Cd82	CD82
ENSRNOG00000025001	ENSG00000106333	Pcolce	PCOLCE
ENSRNOG00000011825	ENSG00000119013	Ndufb3	NDUFB3
ENSRNOG00000048888	ENSG00000119013	AABR07060996.1	NDUFB3
ENSRNOG00000049531	ENSG00000172046	Usp19	USP19
ENSRNOG00000060540	ENSG00000124260	AABR07042326.3	MAGEA10
ENSRNOG00000023016	ENSG00000124260	Magea9	MAGEA10
ENSRNOG00000052773	ENSG00000124260	LOC103690371	MAGEA10
ENSRNOG00000034073	ENSG00000124260	RGD1559726	MAGEA10
ENSRNOG00000019935	ENSG00000140691	Armc5	ARMC5
ENSRNOG00000038572	ENSG00000109805	Ncapg	NCAPG
ENSRNOG00000020027	ENSG00000116584	Arhgef2	ARHGEF2
ENSRNOG00000057210	ENSG00000199709	RF00015	RNU4-23P
ENSRNOG00000035505	ENSG00000284567	Mir223	MIR223
ENSRNOG00000022144	ENSG00000111843	AABR07072356.1	TMEM14C
ENSRNOG00000021794	ENSG00000174276	Znhit2	ZNHIT2
ENSRNOG00000007332	ENSG00000278195	Sstr3	SSTR3
ENSRNOG00000052768	ENSG00000201142	RF00003	RNU1-151P
ENSRNOG00000015800	ENSG00000102890	Elmo3	ELMO3
ENSRNOG00000026629	ENSG00000196589	AABR07069343.1	MBD3L2B
ENSRNOG00000005215	ENSG00000102271	Klhl4	KLHL4
ENSRNOG00000026661	ENSG00000196917	Hcar1	HCAR1
ENSRNOG00000024019	ENSG00000108091	Ccdc6	CCDC6
ENSRNOG00000018170	ENSG00000130304	Slc27a1	SLC27A1
ENSRNOG00000008849	ENSG00000197273	Guca2a	GUCA2A
ENSRNOG00000016174	ENSG00000124786	Slc35b3	SLC35B3
ENSRNOG00000022063	ENSG00000186440	Olr1602	OR6P1
ENSRNOG00000010533	ENSG00000164144	Arfip1	ARFIP1
ENSRNOG00000047062	ENSG00000279111	Olr1600	OR10X1
ENSRNOG00000028837	ENSG00000196465	AC128207.1	MYL6B
ENSRNOG00000035648	ENSG00000207702	Mir211	MIR211
ENSRNOG00000011979	ENSG00000062582	Mrps24	MRPS24
ENSRNOG00000009662	ENSG00000101282	Rspo4	RSPO4
ENSRNOG00000001758	ENSG00000213123	Tctex1d2	TCTEX1D2
ENSRNOG00000005183	ENSG00000137815	Rtf1	RTF1
ENSRNOG00000035524	ENSG00000207638	Mir99a	MIR99A
ENSRNOG00000005412	ENSG00000221933	Olr813	OR2A25
ENSRNOG00000015242	ENSG00000265690	Fbxl8	AC074143.1
ENSRNOG00000055997	ENSG00000207204	RF00026	RNU6-393P
ENSRNOG00000058374	ENSG00000207204	RF00026	RNU6-393P
ENSRNOG00000039300	ENSG00000158467	Ahcyl2	AHCYL2
ENSRNOG00000047406	ENSG00000215217	RGD1308544	C5orf49
ENSRNOG00000006749	ENSG00000139324	Tmtc3	TMTC3
ENSRNOG00000018836	ENSG00000119280	RGD1559896	C1orf198
ENSRNOG00000014753	ENSG00000152284	Tcf7l1	TCF7L1
ENSRNOG00000042165	ENSG00000214290	Colca2	COLCA2
ENSRNOG00000055587	ENSG00000263999	RF00017	RN7SL42P
ENSRNOG00000020828	ENSG00000065989	Pde4a	PDE4A
ENSRNOG00000027843	ENSG00000221957	Kir3dl1	KIR2DS4
ENSRNOG00000027630	ENSG00000118307	Casc1	CASC1
ENSRNOG00000005413	ENSG00000157613	Creb3l1	CREB3L1
ENSRNOG00000053870	ENSG00000222477	RF00004	RNU2-23P
ENSRNOG00000008947	ENSG00000109625	Cpz	CPZ
ENSRNOG00000005147	ENSG00000187860	Ccdc157	CCDC157
ENSRNOG00000014109	ENSG00000185627	Psmd13	PSMD13
ENSRNOG00000010653	ENSG00000156030	Elmsan1	ELMSAN1
ENSRNOG00000048894	ENSG00000196437	Zfp74	ZNF569
ENSRNOG00000056783	ENSG00000110848	Cd69	CD69
ENSRNOG00000047253	ENSG00000230178	Olr776	OR4F3
ENSRNOG00000016733	ENSG00000285641	Rab13	AL358472.6
ENSRNOG00000000840	ENSG00000213760	Atp6v1g2	ATP6V1G2
ENSRNOG00000001724	ENSG00000133657	Atp13a3	ATP13A3
ENSRNOG00000058738	ENSG00000243238	AABR07061077.1	IGKV2-30
ENSRNOG00000056830	ENSG00000243238	AABR07061057.2	IGKV2-30
ENSRNOG00000047534	ENSG00000243238	AABR07027447.1	IGKV2-30
ENSRNOG00000048452	ENSG00000243238	AABR07028049.1	IGKV2-30
ENSRNOG00000045549	ENSG00000211798	AABR07017825.1	TRAV18
ENSRNOG00000061290	ENSG00000211798	AABR07017745.4	TRAV18
ENSRNOG00000048543	ENSG00000211798	AABR07017892.1	TRAV18
ENSRNOG00000055146	ENSG00000211798	AABR07017786.1	TRAV18
ENSRNOG00000051485	ENSG00000211798	AABR07017768.4	TRAV18
ENSRNOG00000046089	ENSG00000211798	AABR07017763.1	TRAV18
ENSRNOG00000025596	ENSG00000134698	Ago4	AGO4
ENSRNOG00000037036	ENSG00000186136	Tas2r145	TAS2R42
ENSRNOG00000019891	ENSG00000104969	Sgta	SGTA
ENSRNOG00000061431	ENSG00000211633	AABR07061134.1	IGKV1D-42
ENSRNOG00000047132	ENSG00000147118	Zfp182	ZNF182
ENSRNOG00000015423	ENSG00000145386	Ccna2	CCNA2
ENSRNOG00000007608	ENSG00000128610	Fezf1	FEZF1
ENSRNOG00000009881	ENSG00000170264	Fam161a	FAM161A
ENSRNOG00000013386	ENSG00000100804	Psmb5	PSMB5
ENSRNOG00000019442	ENSG00000161677	Josd2	JOSD2
ENSRNOG00000021259	ENSG00000171867	Prnp	PRNP
ENSRNOG00000052159	ENSG00000117791	LOC100910481	MARC2
ENSRNOG00000050877	ENSG00000153140	Cetn3	CETN3
ENSRNOG00000009266	ENSG00000136938	Anp32b	ANP32B
ENSRNOG00000021887	ENSG00000114395	Cyb561d2	CYB561D2
ENSRNOG00000014486	ENSG00000080298	Rfx3	RFX3
ENSRNOG00000017321	ENSG00000165832	Trub1	TRUB1
ENSRNOG00000006003	ENSG00000066032	Ctnna2	CTNNA2
ENSRNOG00000056141	ENSG00000132031	Matn3	MATN3
ENSRNOG00000028103	ENSG00000108344	Psmd3	PSMD3
ENSRNOG00000004900	ENSG00000120088	Crhr1	CRHR1
ENSRNOG00000017248	ENSG00000115592	Prkag3	PRKAG3
ENSRNOG00000024601	ENSG00000284439	Taf11	TAF11L3
ENSRNOG00000022615	ENSG00000167543	Tp53i13	TP53I13
ENSRNOG00000006966	ENSG00000162599	Nfia	NFIA
ENSRNOG00000011260	ENSG00000164237	Cmbl	CMBL
ENSRNOG00000016216	ENSG00000173349	Sft2d3	SFT2D3
ENSRNOG00000037839	ENSG00000078589	P2ry10	P2RY10
ENSRNOG00000020479	ENSG00000011405	Pik3c2a	PIK3C2A
ENSRNOG00000008515	ENSG00000151715	Tmem45b	TMEM45B
ENSRNOG00000061153	ENSG00000101180	Hrh3	HRH3
ENSRNOG00000062279	ENSG00000102805	AABR07019209.2	CLN5
ENSRNOG00000003588	ENSG00000080824	AABR07037960.1	HSP90AA1
ENSRNOG00000008720	ENSG00000239779	LOC103692173	WBP1
ENSRNOG00000018801	ENSG00000104731	AC109048.1	KLHDC4
ENSRNOG00000060825	ENSG00000136280	Ccm2	CCM2
ENSRNOG00000018394	ENSG00000054938	Chrdl2	CHRDL2
ENSRNOG00000027430	ENSG00000030419	Ikzf2	IKZF2
ENSRNOG00000018993	ENSG00000166333	Ilk	ILK
ENSRNOG00000013581	ENSG00000012232	Extl3	EXTL3
ENSRNOG00000032441	ENSG00000135473	Pan2	PAN2
ENSRNOG00000019170	ENSG00000197272	Il27	IL27
ENSRNOG00000038877	ENSG00000124508	Btn2a2	BTN2A2
ENSRNOG00000004680	ENSG00000168280	Kif5c	KIF5C
ENSRNOG00000037178	ENSG00000167014	Terb2	TERB2
ENSRNOG00000000506	ENSG00000007866	Tead3	TEAD3
ENSRNOG00000006663	ENSG00000036672	Usp2	USP2
ENSRNOG00000002322	ENSG00000162817	RGD1310587	C1orf115
ENSRNOG00000018168	ENSG00000137171	Klc4	KLC4
ENSRNOG00000012111	ENSG00000101751	Poli	POLI
ENSRNOG00000019957	ENSG00000198799	Lrig2	LRIG2
ENSRNOG00000021116	ENSG00000163141	Bnipl	BNIPL
ENSRNOG00000050646	ENSG00000141965	Fem1a	FEM1A
ENSRNOG00000054107	ENSG00000188269	Olr1077	OR7A5
ENSRNOG00000049781	ENSG00000188269	Olr1079	OR7A5
ENSRNOG00000024438	ENSG00000188909	Bsx	BSX
ENSRNOG00000059804	ENSG00000207500	RF00187	SNORD102
ENSRNOG00000014448	ENSG00000133794	Arntl	ARNTL
ENSRNOG00000011214	ENSG00000100142	Polr2f	POLR2F
ENSRNOG00000058538	ENSG00000186818	AABR07002001.1	LILRB4
ENSRNOG00000027808	ENSG00000186818	Lilra5	LILRB4
ENSRNOG00000056128	ENSG00000165525	AABR07064719.1	NEMF
ENSRNOG00000056184	ENSG00000081479	Lrp2	LRP2
ENSRNOG00000018994	ENSG00000013275	Psmc4	PSMC4
ENSRNOG00000016887	ENSG00000134489	Hrh4	HRH4
ENSRNOG00000030930	ENSG00000155307	Samsn1	SAMSN1
ENSRNOG00000015560	ENSG00000158636	Emsy	EMSY
ENSRNOG00000009832	ENSG00000104635	Slc39a14	SLC39A14
ENSRNOG00000054755	ENSG00000277890	RF00026	RF00026
ENSRNOG00000016278	ENSG00000102970	Ccl17	CCL17
ENSRNOG00000052740	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000052187	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000053918	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000054305	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000061156	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000052552	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000059940	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000059567	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000060200	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000058825	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000058910	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000056644	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000059451	ENSG00000207133	RF00108	SNORD116-7
ENSRNOG00000027852	ENSG00000185056	RGD1311343	C5orf47
ENSRNOG00000000440	ENSG00000204304	Pbx2	PBX2
ENSRNOG00000052361	ENSG00000169214	Olr13	OR6F1
ENSRNOG00000002879	ENSG00000143801	Psen2	PSEN2
ENSRNOG00000014573	ENSG00000237289	Ckmt1	CKMT1B
ENSRNOG00000027990	ENSG00000213145	Crip1	CRIP1
ENSRNOG00000016478	ENSG00000132507	Eif5a	EIF5A
ENSRNOG00000054286	ENSG00000171848	Rrm2	RRM2
ENSRNOG00000047847	ENSG00000279000	AABR07004975.1	OR10A6
ENSRNOG00000047813	ENSG00000279000	LOC100912408	OR10A6
ENSRNOG00000022196	ENSG00000204217	Bmpr2	BMPR2
ENSRNOG00000022116	ENSG00000121742	Gjb6	GJB6
ENSRNOG00000022273	ENSG00000135002	Rfk	RFK
ENSRNOG00000033567	ENSG00000030304	Musk	MUSK
ENSRNOG00000054232	ENSG00000207318	RF00026	RNU6-1184P
ENSRNOG00000008693	ENSG00000162526	Tssk3	TSSK3
ENSRNOG00000003953	ENSG00000115839	Rab3gap1	RAB3GAP1
ENSRNOG00000051704	ENSG00000147394	Zfp185	ZNF185
ENSRNOG00000057669	ENSG00000252890	RF00026	RNU6-699P
ENSRNOG00000001139	ENSG00000111707	Suds3	SUDS3
ENSRNOG00000003428	ENSG00000018189	Rufy3	RUFY3
ENSRNOG00000008331	ENSG00000136051	Washc4	WASHC4
ENSRNOG00000037229	ENSG00000173540	Gmppb	GMPPB
ENSRNOG00000021445	ENSG00000212124	Tas2r120	TAS2R19
ENSRNOG00000022691	ENSG00000101638	St8sia5	ST8SIA5
ENSRNOG00000031113	ENSG00000182318	Zscan22	ZSCAN22
ENSRNOG00000048674	ENSG00000204970	AC103179.2	PCDHA1
ENSRNOG00000007002	ENSG00000128342	Lif	LIF
ENSRNOG00000058734	ENSG00000200288	RF00425	RF00425
ENSRNOG00000043342	ENSG00000188373	LOC290595	C10orf99
ENSRNOG00000018951	ENSG00000188153	Col4a5	COL4A5
ENSRNOG00000056563	ENSG00000285607	AABR07026399.1	AC084121.5
ENSRNOG00000031930	ENSG00000110934	Bin2	BIN2
ENSRNOG00000001874	ENSG00000099960	Slc7a4	SLC7A4
ENSRNOG00000004312	ENSG00000155957	Tmbim4	TMBIM4
ENSRNOG00000006470	ENSG00000008118	Camk1g	CAMK1G
ENSRNOG00000060898	ENSG00000104368	LOC100910418	PLAT
ENSRNOG00000026704	ENSG00000102385	Drp2	DRP2
ENSRNOG00000012886	ENSG00000185022	Maff	MAFF
ENSRNOG00000008155	ENSG00000105865	Dus4l	DUS4L
ENSRNOG00000020894	ENSG00000161654	Lsm12	LSM12
ENSRNOG00000009318	ENSG00000119685	Ttll5	TTLL5
ENSRNOG00000046871	ENSG00000221821	LOC681367	C6orf226
ENSRNOG00000007628	ENSG00000184489	Ptp4a3	PTP4A3
ENSRNOG00000012110	ENSG00000065618	Col17a1	COL17A1
ENSRNOG00000017396	ENSG00000198060	March5	MARCH5
ENSRNOG00000030983	ENSG00000183778	B3galt5	B3GALT5
ENSRNOG00000011427	ENSG00000168453	Hr	HR
ENSRNOG00000043261	ENSG00000186788	AABR07026930.1	SPATA31D3
ENSRNOG00000004921	ENSG00000137804	Nusap1	NUSAP1
ENSRNOG00000050204	ENSG00000171169	Naif1	NAIF1
ENSRNOG00000016097	ENSG00000171097	Kyat1	KYAT1
ENSRNOG00000050893	ENSG00000167751	AABR07003244.1	KLK2
ENSRNOG00000055945	ENSG00000199361	RF00003	RNU1-150P
ENSRNOG00000055502	ENSG00000199361	RF00003	RNU1-150P
ENSRNOG00000024578	ENSG00000141540	Ttyh2	TTYH2
ENSRNOG00000058563	ENSG00000170092	Spdye4	SPDYE5
ENSRNOG00000001872	ENSG00000187905	Lrrc74b	LRRC74B
ENSRNOG00000018621	ENSG00000275183	Leng9	LENG9
ENSRNOG00000038286	ENSG00000162739	Slamf6	SLAMF6
ENSRNOG00000019604	ENSG00000129219	Pld2	PLD2
ENSRNOG00000030294	ENSG00000143924	Eml4	EML4
ENSRNOG00000036265	ENSG00000202609	Mir488	MIR488
ENSRNOG00000007372	ENSG00000255221	Casp1	CARD17
ENSRNOG00000017496	ENSG00000173786	Cnp	CNP
ENSRNOG00000004918	ENSG00000182255	Kcna4	KCNA4
ENSRNOG00000055087	ENSG00000206853	RF00432	RF00432
ENSRNOG00000052692	ENSG00000206853	RF00432	RF00432
ENSRNOG00000013828	ENSG00000142082	Sirt3	SIRT3
ENSRNOG00000015054	ENSG00000136161	Rcbtb2	RCBTB2
ENSRNOG00000000879	ENSG00000198689	Slc9a6	SLC9A6
ENSRNOG00000058728	ENSG00000252555	RF00026	RNU6-567P
ENSRNOG00000047131	ENSG00000144771	Lrtm1	LRTM1
ENSRNOG00000049723	ENSG00000144771	LOC102547963	LRTM1
ENSRNOG00000003059	ENSG00000188770	Optc	OPTC
ENSRNOG00000007603	ENSG00000146276	Gabrr1	GABRR1
ENSRNOG00000004860	ENSG00000100345	Myh9l1	MYH9
ENSRNOG00000039447	ENSG00000237353	Pate4	PATE4
ENSRNOG00000058647	ENSG00000167105	AABR07056470.1	TMEM92
ENSRNOG00000001374	ENSG00000111344	Rasal1	RASAL1
ENSRNOG00000019097	ENSG00000163930	Bap1	BAP1
ENSRNOG00000014382	ENSG00000111731	C2cd5	C2CD5
ENSRNOG00000048237	ENSG00000145022	Tcta	TCTA
ENSRNOG00000007224	ENSG00000164603	Bmt2	BMT2
ENSRNOG00000061129	ENSG00000115233	Psmd14	PSMD14
ENSRNOG00000007484	ENSG00000135373	Ehf	EHF
ENSRNOG00000048672	ENSG00000198398	Tmem207	TMEM207
ENSRNOG00000010275	ENSG00000101194	Slc17a9	SLC17A9
ENSRNOG00000020302	ENSG00000187961	Klhl17	KLHL17
ENSRNOG00000013002	ENSG00000062194	Gpbp1	GPBP1
ENSRNOG00000010350	ENSG00000172348	Rcan2	RCAN2
ENSRNOG00000027633	ENSG00000163632	LOC102550375	C3orf49
ENSRNOG00000001117	ENSG00000155034	Fbxl18	FBXL18
ENSRNOG00000029104	ENSG00000197938	Olr1541	OR5H2
ENSRNOG00000057507	ENSG00000197938	Olr1546	OR5H2
ENSRNOG00000049405	ENSG00000197938	Olr1540	OR5H2
ENSRNOG00000058137	ENSG00000197938	Olr1555	OR5H2
ENSRNOG00000048626	ENSG00000197938	Olr1548	OR5H2
ENSRNOG00000049012	ENSG00000197938	Olr1547	OR5H2
ENSRNOG00000025998	ENSG00000112297	AABR07045485.1	CRYBG1
ENSRNOG00000042523	ENSG00000131508	Ube2d2	UBE2D2
ENSRNOG00000045949	ENSG00000117480	LOC100911581	FAAH
ENSRNOG00000001773	ENSG00000163904	Senp2	SENP2
ENSRNOG00000012255	ENSG00000126777	Ktn1	KTN1
ENSRNOG00000001986	ENSG00000277277	Fam243a	FAM243B
ENSRNOG00000016187	ENSG00000164953	Tmem67	TMEM67
ENSRNOG00000003189	ENSG00000125931	Cited1	CITED1
ENSRNOG00000027797	ENSG00000114021	Nit2	NIT2
ENSRNOG00000035547	ENSG00000207932	Mir33	MIR33A
ENSRNOG00000000847	ENSG00000204435	Csnk2b	CSNK2B
ENSRNOG00000047526	ENSG00000167625	Zfp526	ZNF526
ENSRNOG00000013937	ENSG00000235711	Ankrd34c	ANKRD34C
ENSRNOG00000015353	ENSG00000164099	Prss12	PRSS12
ENSRNOG00000002246	ENSG00000014824	Slc30a9	SLC30A9
ENSRNOG00000052035	ENSG00000280314	Olr502	OR8K3
ENSRNOG00000055270	ENSG00000280314	Olr507	OR8K3
ENSRNOG00000055159	ENSG00000280314	Olr499	OR8K3
ENSRNOG00000018556	ENSG00000130204	Tomm40	TOMM40
ENSRNOG00000033881	ENSG00000188916	Insyn2	INSYN2
ENSRNOG00000049799	ENSG00000203661	LOC103690286	OR2T5
ENSRNOG00000047392	ENSG00000203661	Olr1422	OR2T5
ENSRNOG00000019338	ENSG00000090932	Dll3	DLL3
ENSRNOG00000057740	ENSG00000153237	Ccdc148	CCDC148
ENSRNOG00000057044	ENSG00000136895	Garnl3	GARNL3
ENSRNOG00000007964	ENSG00000164938	Tp53inp1	TP53INP1
ENSRNOG00000048315	ENSG00000055332	Eif2ak2	EIF2AK2
ENSRNOG00000001224	ENSG00000160255	Itgb2	ITGB2
ENSRNOG00000004613	ENSG00000046653	Gpm6b	GPM6B
ENSRNOG00000015888	ENSG00000107929	Larp4b	LARP4B
ENSRNOG00000002563	ENSG00000101898	Mcts1	MCTS2P
ENSRNOG00000058485	ENSG00000105991	Hoxa1	HOXA1
ENSRNOG00000050453	ENSG00000161243	AABR07002848.1	FBXO27
ENSRNOG00000061026	ENSG00000204174	Npy4r	NPY4R
ENSRNOG00000059420	ENSG00000222445	RF00100	RN7SKP56
ENSRNOG00000049389	ENSG00000180658	Olr818	OR2A4
ENSRNOG00000016023	ENSG00000107104	Kank1	KANK1
ENSRNOG00000025261	ENSG00000196378	LOC691254	ZNF34
ENSRNOG00000061533	ENSG00000196378	AABR07001926.3	ZNF34
ENSRNOG00000026569	ENSG00000196378	LOC102555377	ZNF34
ENSRNOG00000039204	ENSG00000133246	Pram1	PRAM1
ENSRNOG00000001597	ENSG00000115966	Atf2	ATF2
ENSRNOG00000013946	ENSG00000163162	Rnf149	RNF149
ENSRNOG00000000467	ENSG00000204227	Ring1	RING1
ENSRNOG00000059370	ENSG00000252138	RF00561	RF00561
ENSRNOG00000058310	ENSG00000252138	RF00561	RF00561
ENSRNOG00000015294	ENSG00000148362	Paxx	PAXX
ENSRNOG00000024955	ENSG00000136021	Scyl2	SCYL2
ENSRNOG00000051566	ENSG00000276202	RF00017	RF00017
ENSRNOG00000007440	ENSG00000089091	Dzank1	DZANK1
ENSRNOG00000021602	ENSG00000004838	Zmynd10	ZMYND10
ENSRNOG00000030984	ENSG00000121552	Stfa3l1	CSTA
ENSRNOG00000023953	ENSG00000121552	Csta	CSTA
ENSRNOG00000032728	ENSG00000121552	LOC689230	CSTA
ENSRNOG00000050586	ENSG00000121552	AABR07034362.2	CSTA
ENSRNOG00000033933	ENSG00000121552	Stfa3	CSTA
ENSRNOG00000045804	ENSG00000121552	LOC100362978	CSTA
ENSRNOG00000052152	ENSG00000274209	Antxrl	ANTXRL
ENSRNOG00000017109	ENSG00000099849	Rassf7	RASSF7
ENSRNOG00000021814	ENSG00000215788	Tnfrsf25	TNFRSF25
ENSRNOG00000016957	ENSG00000115457	Igfbp2	IGFBP2
ENSRNOG00000053114	ENSG00000178591	Defb26	DEFB125
ENSRNOG00000002644	ENSG00000011260	Utp18	UTP18
ENSRNOG00000058284	ENSG00000201157	RF00091	RF00091
ENSRNOG00000024414	ENSG00000107669	Ate1	ATE1
ENSRNOG00000060531	ENSG00000222895	RF00026	RNU6-1133P
ENSRNOG00000032705	ENSG00000106635	Bcl7b	BCL7B
ENSRNOG00000024601	ENSG00000283988	Taf11	TAF11L9
ENSRNOG00000009779	ENSG00000170421	Krt8	KRT8
ENSRNOG00000004878	ENSG00000111046	Myf6	MYF6
ENSRNOG00000015553	ENSG00000143614	Gatad2b	GATAD2B
ENSRNOG00000017511	ENSG00000146038	Dcdc2	DCDC2
ENSRNOG00000057701	ENSG00000101605	Myom1	MYOM1
ENSRNOG00000060417	ENSG00000132432	AABR07028668.1	SEC61G
ENSRNOG00000049451	ENSG00000132432	AABR07048013.1	SEC61G
ENSRNOG00000009822	ENSG00000137462	Tlr2	TLR2
ENSRNOG00000016891	ENSG00000087206	Uimc1	UIMC1
ENSRNOG00000059502	ENSG00000252657	RF00156	RF00156
ENSRNOG00000061641	ENSG00000252657	RF00156	RF00156
ENSRNOG00000056379	ENSG00000252657	RF00156	RF00156
ENSRNOG00000059598	ENSG00000252657	RF00156	RF00156
ENSRNOG00000055084	ENSG00000252657	RF00156	RF00156
