mouseID	HumanID	mouseGeneSymbol	HumanGeneSymbol
ENSMUSG00000022969	ENSG00000243646	Il10rb	IL10RB
ENSMUSG00000056901	ENSG00000212128	Tas2r102	TAS2R13
ENSMUSG00000055493	ENSG00000112425	Epm2a	EPM2A
ENSMUSG00000034621	ENSG00000186566	Gpatch8	GPATCH8
ENSMUSG00000013622	ENSG00000138085	Atraid	ATRAID
ENSMUSG00000063172	ENSG00000081870	Hspb11	HSPB11
ENSMUSG00000026005	ENSG00000197713	Rpe	RPE
ENSMUSG00000059714	ENSG00000137312	Flot1	FLOT1
ENSMUSG00000061451	ENSG00000179292	Tmem151a	TMEM151A
ENSMUSG00000062300	ENSG00000130202	Nectin2	NECTIN2
ENSMUSG00000007594	ENSG00000187664	Hapln4	HAPLN4
ENSMUSG00000041623	ENSG00000141219	D11Wsu47e	C17orf80
ENSMUSG00000040528	ENSG00000271605	Milr1	MILR1
ENSMUSG00000016200	ENSG00000143469	Syt14	SYT14
ENSMUSG00000040627	ENSG00000111732	Aicda	AICDA
ENSMUSG00000053510	ENSG00000078618	Nrd1	NRDC
ENSMUSG00000021670	ENSG00000113161	Hmgcr	HMGCR
ENSMUSG00000029075	ENSG00000186827	Tnfrsf4	TNFRSF4
ENSMUSG00000070327	ENSG00000173821	Rnf213	RNF213
ENSMUSG00000056501	ENSG00000172216	Cebpb	CEBPB
ENSMUSG00000042644	ENSG00000096433	Itpr3	ITPR3
ENSMUSG00000020091	ENSG00000148730	Eif4ebp2	EIF4EBP2
ENSMUSG00000069793	ENSG00000154760	Slfn9	SLFN13
ENSMUSG00000035208	ENSG00000154760	Slfn8	SLFN13
ENSMUSG00000071649	ENSG00000149541	B3gat3	B3GAT3
ENSMUSG00000056515	ENSG00000168461	Rab31	RAB31
ENSMUSG00000094599	ENSG00000207063	Snord116l3	SNORD116-1
ENSMUSG00000095641	ENSG00000207063	Gm25615	SNORD116-1
ENSMUSG00000094987	ENSG00000207063	Snord116l15	SNORD116-1
ENSMUSG00000096231	ENSG00000207063	Gm22584	SNORD116-1
ENSMUSG00000096095	ENSG00000207063	Gm26332	SNORD116-1
ENSMUSG00000093974	ENSG00000207063	Snord116l17	SNORD116-1
ENSMUSG00000094642	ENSG00000207063	Snord116l10	SNORD116-1
ENSMUSG00000096604	ENSG00000207063	Gm26201	SNORD116-1
ENSMUSG00000050910	ENSG00000109089	Cdr2l	CDR2L
ENSMUSG00000053646	ENSG00000164050	Plxnb1	PLXNB1
ENSMUSG00000020079	ENSG00000156502	Supv3l1	SUPV3L1
ENSMUSG00000029648	ENSG00000102755	Flt1	FLT1
ENSMUSG00000069631	ENSG00000266173	Strada	STRADA
ENSMUSG00000064147	ENSG00000255587	Rab44	RAB44
ENSMUSG00000025396	ENSG00000025423	Hsd17b6	HSD17B6
ENSMUSG00000035566	ENSG00000118946	Pcdh17	PCDH17
ENSMUSG00000029088	ENSG00000185774	Kcnip4	KCNIP4
ENSMUSG00000093283	ENSG00000240014	Gm22567	RN7SL254P
ENSMUSG00000022749	ENSG00000036054	Tbc1d23	TBC1D23
ENSMUSG00000030722	ENSG00000176953	Nfatc2ip	NFATC2IP
ENSMUSG00000023912	ENSG00000153291	Slc25a27	SLC25A27
ENSMUSG00000025232	ENSG00000260729	Hexa	AC009690.1
ENSMUSG00000021192	ENSG00000066455	Golga5	GOLGA5
ENSMUSG00000036948	ENSG00000146826	BC037034	C7orf43
ENSMUSG00000024548	ENSG00000152217	Setbp1	SETBP1
ENSMUSG00000068086	ENSG00000100197	Cyp2d9	CYP2D6
ENSMUSG00000096852	ENSG00000100197	Cyp2d12	CYP2D6
ENSMUSG00000094559	ENSG00000100197	Cyp2d34	CYP2D6
ENSMUSG00000061740	ENSG00000100197	Cyp2d22	CYP2D6
ENSMUSG00000032051	ENSG00000137714	Fdx1	FDX1
ENSMUSG00000035745	ENSG00000116032	Grin3b	GRIN3B
ENSMUSG00000088786	ENSG00000222714	Gm25372	RN7SKP38
ENSMUSG00000027642	ENSG00000118705	Rpn2	RPN2
ENSMUSG00000033752	ENSG00000121211	Mnd1	MND1
ENSMUSG00000000805	ENSG00000167434	Car4	CA4
ENSMUSG00000061981	ENSG00000132589	Flot2	FLOT2
ENSMUSG00000021622	ENSG00000131730	Ckmt2	CKMT2
ENSMUSG00000020386	ENSG00000152700	Sar1b	SAR1B
ENSMUSG00000021396	ENSG00000130045	Nxnl2	NXNL2
ENSMUSG00000014503	ENSG00000078795	Pkd2l2	PKD2L2
ENSMUSG00000055170	ENSG00000111537	Ifng	IFNG
ENSMUSG00000074575	ENSG00000026559	Kcng1	KCNG1
ENSMUSG00000051506	ENSG00000128815	Wdfy4	WDFY4
ENSMUSG00000020225	ENSG00000228144	Tmbim4	AC078927.1
ENSMUSG00000076839	ENSG00000211802	Trav13-1	TRAV22
ENSMUSG00000076846	ENSG00000211802	Trav13-2	TRAV22
ENSMUSG00000094562	ENSG00000211802	Trav13-4-dv7	TRAV22
ENSMUSG00000087666	ENSG00000211802	B230359F08Rik	TRAV22
ENSMUSG00000095643	ENSG00000211802	Trav13d-3	TRAV22
ENSMUSG00000096329	ENSG00000211802	Trav13d-4	TRAV22
ENSMUSG00000071074	ENSG00000137207	Yipf3	YIPF3
ENSMUSG00000052485	ENSG00000157111	Tmem171	TMEM171
ENSMUSG00000020734	ENSG00000161509	Grin2c	GRIN2C
ENSMUSG00000047648	ENSG00000118496	Fbxo30	FBXO30
ENSMUSG00000069744	ENSG00000277791	Psmb3	PSMB3
ENSMUSG00000029054	ENSG00000187730	Gabrd	GABRD
ENSMUSG00000053329	ENSG00000276612	D10Jhu81e	FP565260.2
ENSMUSG00000088679	ENSG00000238632	Gm23665	RNU7-126P
ENSMUSG00000088526	ENSG00000238632	Gm26087	RNU7-126P
ENSMUSG00000088863	ENSG00000238632	Gm23067	RNU7-126P
ENSMUSG00000089066	ENSG00000238632	Gm22836	RNU7-126P
ENSMUSG00000098418	ENSG00000238632	Gm27723	RNU7-126P
ENSMUSG00000088640	ENSG00000238632	Gm26482	RNU7-126P
ENSMUSG00000089008	ENSG00000238632	Gm23859	RNU7-126P
ENSMUSG00000048581	ENSG00000174928	E130311K13Rik	C3orf33
ENSMUSG00000074182	ENSG00000117174	Znhit6	ZNHIT6
ENSMUSG00000073424	ENSG00000186115	Cyp4f15	CYP4F2
ENSMUSG00000051390	ENSG00000236104	Zbtb22	ZBTB22
ENSMUSG00000060671	ENSG00000143515	Atp8b2	ATP8B2
ENSMUSG00000049734	ENSG00000213689	Trex1	TREX1
ENSMUSG00000041482	ENSG00000154864	Piezo2	PIEZO2
ENSMUSG00000023926	ENSG00000112077	Rhag	RHAG
ENSMUSG00000071909	ENSG00000188199	Nutm2	NUTM2B
ENSMUSG00000084633	ENSG00000251982	Gm23886	RN7SKP43
ENSMUSG00000016181	ENSG00000117597	Diexf	UTP25
ENSMUSG00000028182	ENSG00000162620	Lrriq3	LRRIQ3
ENSMUSG00000020720	ENSG00000197170	Psmd12	PSMD12
ENSMUSG00000047284	ENSG00000215041	Neurl4	NEURL4
ENSMUSG00000005687	ENSG00000116752	Bcas2	BCAS2
ENSMUSG00000094599	ENSG00000207442	Snord116l3	SNORD116-6
ENSMUSG00000095641	ENSG00000207442	Gm25615	SNORD116-6
ENSMUSG00000094987	ENSG00000207442	Snord116l15	SNORD116-6
ENSMUSG00000096231	ENSG00000207442	Gm22584	SNORD116-6
ENSMUSG00000096095	ENSG00000207442	Gm26332	SNORD116-6
ENSMUSG00000093974	ENSG00000207442	Snord116l17	SNORD116-6
ENSMUSG00000094642	ENSG00000207442	Snord116l10	SNORD116-6
ENSMUSG00000096604	ENSG00000207442	Gm26201	SNORD116-6
ENSMUSG00000036943	ENSG00000166128	Rab8b	RAB8B
ENSMUSG00000028032	ENSG00000138801	Papss1	PAPSS1
ENSMUSG00000028646	ENSG00000116954	Rragc	RRAGC
ENSMUSG00000030965	ENSG00000165660	Abraxas2	ABRAXAS2
ENSMUSG00000020015	ENSG00000059758	Cdk17	CDK17
ENSMUSG00000064490	ENSG00000195024	Gm22283	RNU1-15P
ENSMUSG00000042156	ENSG00000134874	Dzip1	DZIP1
ENSMUSG00000096249	ENSG00000201367	Gm24263	RNU6-522P
ENSMUSG00000030075	ENSG00000113805	Cntn3	CNTN3
ENSMUSG00000094182	ENSG00000197849	Olfr937	OR8G1
ENSMUSG00000035275	ENSG00000162437	Raver2	RAVER2
ENSMUSG00000032754	ENSG00000089060	Slc8b1	SLC8B1
ENSMUSG00000022772	ENSG00000119231	Senp5	SENP5
ENSMUSG00000034758	ENSG00000104953	Tle6	TLE6
ENSMUSG00000026674	ENSG00000162733	Ddr2	DDR2
ENSMUSG00000035473	ENSG00000143891	Galm	GALM
ENSMUSG00000045288	ENSG00000182040	Ush1g	USH1G
ENSMUSG00000042845	ENSG00000168703	Wfdc12	WFDC12
ENSMUSG00000021636	ENSG00000152939	Marveld2	MARVELD2
ENSMUSG00000029366	ENSG00000156136	Dck	DCK
ENSMUSG00000063145	ENSG00000163093	Bbs5	BBS5
ENSMUSG00000020946	ENSG00000262633	Gosr2	AC005670.2
ENSMUSG00000034187	ENSG00000073969	Nsf	NSF
ENSMUSG00000064936	ENSG00000201827	Gm23722	RF00438
ENSMUSG00000059412	ENSG00000137731	Fxyd2	FXYD2
ENSMUSG00000033055	ENSG00000100124	Ankrd54	ANKRD54
ENSMUSG00000037049	ENSG00000166311	Smpd1	SMPD1
ENSMUSG00000068748	ENSG00000106278	Ptprz1	PTPRZ1
ENSMUSG00000021032	ENSG00000165553	Ngb	NGB
ENSMUSG00000000202	ENSG00000204347	Btbd17	BTBD17
ENSMUSG00000093283	ENSG00000278525	Gm22567	RN7SL607P
ENSMUSG00000027510	ENSG00000132819	Rbm38	RBM38
ENSMUSG00000034329	ENSG00000136492	Brip1	BRIP1
ENSMUSG00000051000	ENSG00000164142	Fam160a1	FAM160A1
ENSMUSG00000031241	ENSG00000122145	Tbx22	TBX22
ENSMUSG00000029686	ENSG00000055130	Cul1	CUL1
ENSMUSG00000059606	ENSG00000169397	Rnase2b	RNASE3
ENSMUSG00000050766	ENSG00000169397	Ear14	RNASE3
ENSMUSG00000047222	ENSG00000169397	Rnase2a	RNASE3
ENSMUSG00000034792	ENSG00000060558	Gna15	GNA15
ENSMUSG00000061689	ENSG00000080845	Dlgap4	DLGAP4
ENSMUSG00000065228	ENSG00000199934	Gm25789	RF00136
ENSMUSG00000020839	ENSG00000182271	Tmigd1	TMIGD1
ENSMUSG00000022881	ENSG00000163918	Rfc4	RFC4
ENSMUSG00000030207	ENSG00000084444	Fam234b	FAM234B
ENSMUSG00000042557	ENSG00000169375	Sin3a	SIN3A
ENSMUSG00000074457	ENSG00000188643	S100a16	S100A16
ENSMUSG00000024812	ENSG00000285130	Tjp2	AL358113.1
ENSMUSG00000065295	ENSG00000199744	Gm24134	SNORD36A
ENSMUSG00000088553	ENSG00000201519	Gm22101	RNU6-645P
ENSMUSG00000019945	ENSG00000183346	Cabcoco1	CABCOCO1
ENSMUSG00000044894	ENSG00000164405	Uqcrq	UQCRQ
ENSMUSG00000004366	ENSG00000157005	Sst	SST
ENSMUSG00000003476	ENSG00000106113	Crhr2	CRHR2
ENSMUSG00000054855	ENSG00000172602	Rnd1	RND1
ENSMUSG00000021708	ENSG00000113319	Rasgrf2	RASGRF2
ENSMUSG00000040007	ENSG00000140320	Bahd1	BAHD1
ENSMUSG00000013736	ENSG00000072756	Trnt1	TRNT1
ENSMUSG00000073007	ENSG00000174016	Tent5d	TENT5D
ENSMUSG00000029664	ENSG00000105825	Tfpi2	TFPI2
ENSMUSG00000038429	ENSG00000111667	Usp5	USP5
ENSMUSG00000070533	ENSG00000158901	Wfdc8	WFDC8
ENSMUSG00000019774	ENSG00000112031	Mtrf1l	MTRF1L
ENSMUSG00000068428	ENSG00000205835	Gmnc	GMNC
ENSMUSG00000018442	ENSG00000072849	Derl2	DERL2
ENSMUSG00000096397	ENSG00000211808	Trav17	TRAV8-7
ENSMUSG00000079484	ENSG00000175287	Phyhd1	PHYHD1
ENSMUSG00000022129	ENSG00000080166	Dct	DCT
ENSMUSG00000042256	ENSG00000244694	Ptchd4	PTCHD4
ENSMUSG00000025732	ENSG00000172366	Mcrip2	MCRIP2
ENSMUSG00000048924	ENSG00000183323	Ccdc125	CCDC125
ENSMUSG00000095687	ENSG00000026297	Rnaset2a	RNASET2
ENSMUSG00000116988	ENSG00000026297	AC164314.2	RNASET2
ENSMUSG00000053217	ENSG00000256436	Tas2r136	TAS2R31
ENSMUSG00000045817	ENSG00000152518	Zfp36l2	ZFP36L2
ENSMUSG00000001034	ENSG00000166484	Mapk7	MAPK7
ENSMUSG00000030417	ENSG00000105185	Pdcd5	PDCD5
ENSMUSG00000004637	ENSG00000186153	Wwox	WWOX
ENSMUSG00000047733	ENSG00000187066	Tmem262	TMEM262
ENSMUSG00000075269	ENSG00000102409	Bex6	BEX4
ENSMUSG00000070227	ENSG00000206985	Gm24704	RNU6-198P
ENSMUSG00000022035	ENSG00000147419	Ccdc25	CCDC25
ENSMUSG00000050891	ENSG00000147687	Tatdn1	TATDN1
ENSMUSG00000051839	ENSG00000250361	Gypa	GYPB
ENSMUSG00000017686	ENSG00000126858	Rhot1	RHOT1
ENSMUSG00000005339	ENSG00000179639	Fcer1a	FCER1A
ENSMUSG00000054582	ENSG00000101104	Pabpc1l	PABPC1L
ENSMUSG00000057329	ENSG00000171791	Bcl2	BCL2
ENSMUSG00000000568	ENSG00000138668	Hnrnpd	HNRNPD
ENSMUSG00000030147	ENSG00000198178	Clec4b1	CLEC4C
ENSMUSG00000030148	ENSG00000198178	Clec4a2	CLEC4C
ENSMUSG00000067767	ENSG00000198178	Clec4b2	CLEC4C
ENSMUSG00000059639	ENSG00000198178	Clec4a4	CLEC4C
ENSMUSG00000043832	ENSG00000198178	Clec4a3	CLEC4C
ENSMUSG00000043705	ENSG00000162949	Capn13	CAPN13
ENSMUSG00000018372	ENSG00000258890	Cep95	CEP95
ENSMUSG00000031939	ENSG00000166012	Taf1d	TAF1D
ENSMUSG00000020695	ENSG00000011028	Mrc2	MRC2
ENSMUSG00000032388	ENSG00000090487	Spg21	SPG21
ENSMUSG00000027822	ENSG00000284952	Slc33a1	AC104472.3
ENSMUSG00000034416	ENSG00000166473	Pkd1l2	PKD1L2
ENSMUSG00000020083	ENSG00000171224	Fam241b	FAM241B
ENSMUSG00000073792	ENSG00000088035	Alg6	ALG6
ENSMUSG00000095831	ENSG00000221910	Olfr453	OR2F2
ENSMUSG00000095236	ENSG00000221910	Olfr38	OR2F2
ENSMUSG00000094192	ENSG00000221910	Olfr452	OR2F2
ENSMUSG00000096011	ENSG00000147885	Ifna15	IFNA16
ENSMUSG00000095896	ENSG00000147885	Ifna14	IFNA16
ENSMUSG00000095270	ENSG00000147885	Ifna9	IFNA16
ENSMUSG00000073811	ENSG00000147885	Ifna12	IFNA16
ENSMUSG00000078627	ENSG00000173838	March10	MARCH10
ENSMUSG00000018923	ENSG00000161920	Med11	MED11
ENSMUSG00000033860	ENSG00000171557	Fgg	FGG
ENSMUSG00000037337	ENSG00000104814	Map4k1	MAP4K1
ENSMUSG00000022512	ENSG00000163347	Cldn1	CLDN1
ENSMUSG00000044966	ENSG00000204923	Fbxo48	FBXO48
ENSMUSG00000071317	ENSG00000112276	Bves	BVES
ENSMUSG00000069520	ENSG00000139291	Tmem19	TMEM19
ENSMUSG00000025255	ENSG00000091656	Zfhx4	ZFHX4
ENSMUSG00000037174	ENSG00000109381	Elf2	ELF2
ENSMUSG00000001507	ENSG00000005884	Itga3	ITGA3
ENSMUSG00000072575	ENSG00000181552	Eddm3b	EDDM3B
ENSMUSG00000020782	ENSG00000073350	Llgl2	LLGL2
ENSMUSG00000042451	ENSG00000133055	Mybph	MYBPH
ENSMUSG00000053414	ENSG00000142149	Hunk	HUNK
ENSMUSG00000093059	ENSG00000278794	Gm24809	RF00017
ENSMUSG00000033423	ENSG00000117419	Eri3	ERI3
ENSMUSG00000091721	ENSG00000250298	Gimd1	GIMD1
ENSMUSG00000020522	ENSG00000037749	Mfap3	MFAP3
ENSMUSG00000008690	ENSG00000025770	Ncaph2	NCAPH2
ENSMUSG00000053199	ENSG00000137727	Arhgap20	ARHGAP20
ENSMUSG00000088226	ENSG00000251809	Gm22596	RN7SKP14
ENSMUSG00000024208	ENSG00000137288	Uqcc2	UQCC2
ENSMUSG00000035923	ENSG00000111046	Myf6	MYF6
ENSMUSG00000027646	ENSG00000197122	Src	SRC
ENSMUSG00000038909	ENSG00000136504	Kat7	KAT7
ENSMUSG00000058704	ENSG00000162959	Memo1	MEMO1
ENSMUSG00000004319	ENSG00000109572	Clcn3	CLCN3
ENSMUSG00000068740	ENSG00000143126	Celsr2	CELSR2
ENSMUSG00000028187	ENSG00000117133	Rpf1	RPF1
ENSMUSG00000067916	ENSG00000196378	Zfp991	ZNF34
ENSMUSG00000078498	ENSG00000196378	Zfp988	ZNF34
ENSMUSG00000056300	ENSG00000196378	Zfp981	ZNF34
ENSMUSG00000063245	ENSG00000196378	Zfp993	ZNF34
ENSMUSG00000086147	ENSG00000196378	Zfp989	ZNF34
ENSMUSG00000067919	ENSG00000196378	Rex2	ZNF34
ENSMUSG00000070605	ENSG00000196378	Zfp992	ZNF34
ENSMUSG00000078503	ENSG00000196378	Zfp990	ZNF34
ENSMUSG00000058186	ENSG00000196378	Zfp980	ZNF34
ENSMUSG00000078500	ENSG00000196378	Zfp986	ZNF34
ENSMUSG00000066009	ENSG00000196378	Zfp987	ZNF34
ENSMUSG00000047126	ENSG00000141367	Cltc	CLTC
ENSMUSG00000073775	ENSG00000198841	Kti12	KTI12
ENSMUSG00000032702	ENSG00000107104	Kank1	KANK1
ENSMUSG00000040127	ENSG00000170426	Sdr9c7	SDR9C7
ENSMUSG00000024325	ENSG00000204227	Ring1	RING1
ENSMUSG00000038023	ENSG00000185344	Atp6v0a2	ATP6V0A2
ENSMUSG00000026576	ENSG00000143153	Atp1b1	ATP1B1
ENSMUSG00000048234	ENSG00000163162	Rnf149	RNF149
ENSMUSG00000019909	ENSG00000183807	Fam162b	FAM162B
ENSMUSG00000027104	ENSG00000115966	Atf2	ATF2
ENSMUSG00000027340	ENSG00000089057	Slc23a2	SLC23A2
ENSMUSG00000027335	ENSG00000171873	Adra1d	ADRA1D
ENSMUSG00000038784	ENSG00000080802	Cnot4	CNOT4
ENSMUSG00000021217	ENSG00000121297	Tshz3	TSHZ3
ENSMUSG00000056586	ENSG00000189167	Zar1l	ZAR1L
ENSMUSG00000050663	ENSG00000072657	Trhde	TRHDE
ENSMUSG00000020038	ENSG00000008405	Cry1	CRY1
ENSMUSG00000024335	ENSG00000204256	Brd2	BRD2
ENSMUSG00000027496	ENSG00000087586	Aurka	AURKA
ENSMUSG00000037070	ENSG00000213516	Rbmxl1	RBMXL1
ENSMUSG00000037469	ENSG00000183760	Acp7	ACP7
ENSMUSG00000024091	ENSG00000101558	Vapa	VAPA
ENSMUSG00000041229	ENSG00000172943	Phf8	PHF8
ENSMUSG00000022883	ENSG00000169855	Robo1	ROBO1
ENSMUSG00000021843	ENSG00000126777	Ktn1	KTN1
ENSMUSG00000098670	ENSG00000275693	Gm27818	RF02116
ENSMUSG00000051159	ENSG00000125931	Cited1	CITED1
ENSMUSG00000039741	ENSG00000266074	Bahcc1	BAHCC1
ENSMUSG00000036391	ENSG00000113615	Sec24a	SEC24A
ENSMUSG00000039601	ENSG00000172348	Rcan2	RCAN2
ENSMUSG00000024127	ENSG00000138078	Prepl	PREPL
ENSMUSG00000116016	ENSG00000062194	Gm49496	GPBP1
ENSMUSG00000091972	ENSG00000198398	Tmem207	TMEM207
ENSMUSG00000019866	ENSG00000112297	Crybg1	CRYBG1
ENSMUSG00000091896	ENSG00000131508	Ube2d2a	UBE2D2
ENSMUSG00000019768	ENSG00000091831	Esr1	ESR1
ENSMUSG00000034275	ENSG00000080854	Igsf9b	IGSF9B
ENSMUSG00000019718	ENSG00000126790	L3hypdh	L3HYPDH
ENSMUSG00000021901	ENSG00000163930	Bap1	BAP1
ENSMUSG00000012350	ENSG00000135373	Ehf	EHF
ENSMUSG00000027651	ENSG00000101413	Rprd1b	RPRD1B
ENSMUSG00000039461	ENSG00000145022	Tcta	TCTA
ENSMUSG00000024006	ENSG00000112079	Stk38	STK38
ENSMUSG00000026417	ENSG00000162896	Pigr	PIGR
ENSMUSG00000062961	ENSG00000267909	Ccdc177	CCDC177
ENSMUSG00000029602	ENSG00000111344	Rasal1	RASAL1
ENSMUSG00000035930	ENSG00000140835	Chst4	CHST4
ENSMUSG00000017929	ENSG00000158470	B4galt5	B4GALT5
ENSMUSG00000033499	ENSG00000107929	Larp4b	LARP4B
ENSMUSG00000073435	ENSG00000103024	Nme3	NME3
ENSMUSG00000026499	ENSG00000182827	Acbd3	ACBD3
ENSMUSG00000037463	ENSG00000161243	Fbxo27	FBXO27
ENSMUSG00000025578	ENSG00000141570	Cbx8	CBX8
ENSMUSG00000022350	ENSG00000164961	Washc5	WASHC5
ENSMUSG00000038860	ENSG00000136895	Garnl3	GARNL3
ENSMUSG00000024079	ENSG00000055332	Eif2ak2	EIF2AK2
ENSMUSG00000037860	ENSG00000163568	Aim2	AIM2
ENSMUSG00000036438	ENSG00000143933	Calm2	CALM2
ENSMUSG00000074261	ENSG00000204978	Erich4	ERICH4
ENSMUSG00000002984	ENSG00000130204	Tomm40	TOMM40
ENSMUSG00000084477	ENSG00000223190	Gm25780	RN7SKP100
ENSMUSG00000065557	ENSG00000199030	Mirlet7c-1	MIRLET7C
ENSMUSG00000022751	ENSG00000114021	Nit2	NIT2
ENSMUSG00000029221	ENSG00000014824	Slc30a9	SLC30A9
ENSMUSG00000027978	ENSG00000164099	Prss12	PRSS12
ENSMUSG00000026638	ENSG00000117595	Irf6	IRF6
ENSMUSG00000056536	ENSG00000197563	Pign	PIGN
ENSMUSG00000038058	ENSG00000106100	Nod1	NOD1
ENSMUSG00000025133	ENSG00000149262	Ints4	INTS4
ENSMUSG00000020153	ENSG00000115286	Ndufs7	NDUFS7
ENSMUSG00000050608	ENSG00000173436	Minos1	MINOS1
ENSMUSG00000029470	ENSG00000135124	P2rx4	P2RX4
ENSMUSG00000067795	ENSG00000274443	4930444P10Rik	C8orf89
ENSMUSG00000053217	ENSG00000212124	Tas2r136	TAS2R19
ENSMUSG00000057143	ENSG00000132256	Trim12c	TRIM5
ENSMUSG00000078616	ENSG00000132256	Trim30c	TRIM5
ENSMUSG00000030921	ENSG00000132256	Trim30a	TRIM5
ENSMUSG00000057596	ENSG00000132256	Trim30d	TRIM5
ENSMUSG00000032776	ENSG00000140563	Mctp2	MCTP2
ENSMUSG00000030724	ENSG00000177455	Cd19	CD19
ENSMUSG00000091212	ENSG00000182591	Krtap11-1	KRTAP11-1
ENSMUSG00000078812	ENSG00000132507	Eif5a	EIF5A
ENSMUSG00000041797	ENSG00000154258	Abca9	ABCA9
ENSMUSG00000023913	ENSG00000146070	Pla2g7	PLA2G7
ENSMUSG00000003355	ENSG00000134285	Fkbp11	FKBP11
ENSMUSG00000034714	ENSG00000141540	Ttyh2	TTYH2
ENSMUSG00000002844	ENSG00000144843	Adprh	ADPRH
ENSMUSG00000051853	ENSG00000134287	Arf3	ARF3
ENSMUSG00000015889	ENSG00000111144	Lta4h	LTA4H
ENSMUSG00000022132	ENSG00000134873	Cldn10	CLDN10
ENSMUSG00000019942	ENSG00000170312	Cdk1	CDK1
ENSMUSG00000059895	ENSG00000184489	Ptp4a3	PTP4A3
ENSMUSG00000039648	ENSG00000171097	Kyat1	KYAT1
ENSMUSG00000050876	ENSG00000186788	Spata31d1a	SPATA31D3
ENSMUSG00000091311	ENSG00000186788	Spata31d1b	SPATA31D3
ENSMUSG00000043986	ENSG00000186788	Spata31d1d	SPATA31D3
ENSMUSG00000039103	ENSG00000162614	Nexn	NEXN
ENSMUSG00000042622	ENSG00000185022	Maff	MAFF
ENSMUSG00000020225	ENSG00000155957	Tmbim4	TMBIM4
ENSMUSG00000098509	ENSG00000253148	Rgs21	RGS21
ENSMUSG00000005682	ENSG00000135473	Pan2	PAN2
ENSMUSG00000064972	ENSG00000207042	Gm26055	RNU6-196P
ENSMUSG00000021978	ENSG00000012232	Extl3	EXTL3
ENSMUSG00000046909	ENSG00000172171	Tefm	TEFM
ENSMUSG00000032010	ENSG00000036672	Usp2	USP2
ENSMUSG00000002249	ENSG00000007866	Tead3	TEAD3
ENSMUSG00000026764	ENSG00000168280	Kif5c	KIF5C
ENSMUSG00000050921	ENSG00000078589	P2ry10	P2RY10
ENSMUSG00000018634	ENSG00000120088	Crhr1	CRHR1
ENSMUSG00000017221	ENSG00000108344	Psmd3	PSMD3
ENSMUSG00000020583	ENSG00000132031	Matn3	MATN3
ENSMUSG00000010136	ENSG00000173947	Pifo	PIFO
ENSMUSG00000041977	ENSG00000132694	Arhgef11	ARHGEF11
ENSMUSG00000044328	ENSG00000167543	Trp53i13	TP53I13
ENSMUSG00000050052	ENSG00000180190	Tdrp	TDRP
ENSMUSG00000006360	ENSG00000213145	Crip1	CRIP1
ENSMUSG00000026577	ENSG00000117475	Blzf1	BLZF1
ENSMUSG00000043091	ENSG00000167553	Tuba1c	TUBA1C
ENSMUSG00000074768	ENSG00000145692	Bhmt	BHMT
ENSMUSG00000024327	ENSG00000112473	Slc39a7	SLC39A7
ENSMUSG00000089090	ENSG00000222154	Gm25655	RN7SKP218
ENSMUSG00000031780	ENSG00000102970	Ccl17	CCL17
ENSMUSG00000094599	ENSG00000207133	Snord116l3	SNORD116-7
ENSMUSG00000095641	ENSG00000207133	Gm25615	SNORD116-7
ENSMUSG00000094987	ENSG00000207133	Snord116l15	SNORD116-7
ENSMUSG00000096231	ENSG00000207133	Gm22584	SNORD116-7
ENSMUSG00000096095	ENSG00000207133	Gm26332	SNORD116-7
ENSMUSG00000093974	ENSG00000207133	Snord116l17	SNORD116-7
ENSMUSG00000094642	ENSG00000207133	Snord116l10	SNORD116-7
ENSMUSG00000096604	ENSG00000207133	Gm26201	SNORD116-7
ENSMUSG00000054498	ENSG00000169214	Olfr308	OR6F1
ENSMUSG00000019861	ENSG00000282218	Gopc	AL132671.2
ENSMUSG00000025400	ENSG00000166863	Tac2	TAC3
ENSMUSG00000028389	ENSG00000136866	Zfp37	ZFP37
ENSMUSG00000065737	ENSG00000277890	Gm24490	RF00026
ENSMUSG00000041654	ENSG00000133195	Slc39a11	SLC39A11
ENSMUSG00000047841	ENSG00000125531	Fndc11	FNDC11
ENSMUSG00000028530	ENSG00000162434	Jak1	JAK1
ENSMUSG00000055116	ENSG00000133794	Arntl	ARNTL
ENSMUSG00000031697	ENSG00000091651	Orc6	ORC6
ENSMUSG00000078157	ENSG00000141965	4931440F15Rik	FEM1A
ENSMUSG00000043683	ENSG00000141965	Fem1a	FEM1A
ENSMUSG00000030505	ENSG00000185238	Prmt3	PRMT3
ENSMUSG00000027070	ENSG00000081479	Lrp2	LRP2
ENSMUSG00000027416	ENSG00000125879	Otor	OTOR
ENSMUSG00000033020	ENSG00000100142	Polr2f	POLR2F
ENSMUSG00000029772	ENSG00000158467	Ahcyl2	AHCYL2
ENSMUSG00000031691	ENSG00000105576	Tnpo2	TNPO2
ENSMUSG00000076862	ENSG00000211810	Trav19	TRAV29DV5
ENSMUSG00000007989	ENSG00000104290	Fzd3	FZD3
ENSMUSG00000079339	ENSG00000204010	Ifit1bl1	IFIT1B
ENSMUSG00000067297	ENSG00000204010	Ifit1bl2	IFIT1B
ENSMUSG00000034459	ENSG00000204010	Ifit1	IFIT1B
ENSMUSG00000036676	ENSG00000139324	Tmtc3	TMTC3
