gene_name	synovitis_with_corticosteroidvsControl_log2FoldChange	synovitis_with_corticosteroidvsControl_padj
HAT1	-0.383757493134831	0.17755309231946
DLX1	-0.0565721724169442	NA
DLX2	NA	NA
ITGA6	-1.04475558777332	0.00260845070110233
PDK1	-0.316848116943808	0.316652108422455
RAPGEF4	0.0810922272919321	0.808175479934992
MAP3K20	-0.105717322354604	0.754268037958414
CDCA7	0.493836185257504	0.145930719470869
SP3	-0.563906548101933	0.0428408540199569
OLA1	0.191104754152685	0.434164232810646
GPR155	0.0225968101099953	0.929189315186916
CHRNA1	0.151305457360929	0.639694328513649
ATP5MC3	0.077135627666473	0.66332329365669
LNPK	-0.397115332310367	0.173474641166481
HOXD13	-0.379306295722924	0.361981312553513
	NA	NA
HOXD10	0.379087875946276	0.275736018609262
HOXD9	0.24094284108906	0.453690292789553
	0.562748881164073	0.238771573897502
HOXD3	0.529776144867245	0.234076414555751
HOXD1	0.329311974367858	0.590465480997387
NFE2L2	-0.648793480080252	0.00904195037391276
HNRNPA3	0.257466234833593	0.209568602674728
RBM45	-0.170831228294592	0.629284759662478
PJVK	-0.462307230790634	0.472887415756008
FKBP7	0.162443948251608	0.513778357227213
PLEKHA3	-0.210618493787775	0.526090235738758
	-0.375476685742302	0.332003525868787
SESTD1	-0.403786541955779	0.247957852011283
	-2.81614626129484	6.19460496849763e-09
CWC22	-0.801251291094112	0.00164838707032893
ITGA4	0.329781663263259	0.380460877104131
CERKL	-0.00895610985305126	0.967419762836937
NEUROD1	NA	NA
DNAJC10	-0.462643488875216	0.117413334491523
FRZB	-1.66546700006085	0.000293325169725825
NCKAP1	-0.398984264047093	0.191192145285928
DUSP19	-1.05674367614262	1.36531516388133e-05
ZNF804A	0.47854937291573	0.294581273632029
FSIP2	-0.242916066681133	0.945517244444166
ZC3H15	-0.052052953936178	0.886712842805132
ITGAV	-0.45550203235221	0.148865563232163
ZSWIM2	-1.12400368211868	0.0845081663424934
CALCRL	-1.09638562084955	0.00556866935723068
TFPI	-0.947551506715834	0.0648206625433444
GULP1	-1.70751884182984	1.31558115156839e-07
COL3A1	-0.268272892209571	0.559931989077394
COL5A2	0.0286090911471883	0.92809581421242
WDR75	0.0579453036864974	0.821255798547535
ASNSD1	-0.246630768070181	0.321680583655006
ANKAR	-0.588647713869668	0.276263197444035
OSGEPL1	-0.572010423805222	0.00763092193305178
	-0.194656809474913	0.486901491831013
PMS1	-0.340953239629861	0.203455347817327
MSTN	0.212116447516865	NA
HIBCH	-0.62977978129458	0.00905265845952668
INPP1	-0.214626549304675	0.348252876332246
MFSD6	-2.07214658659715	8.08251311465563e-09
	-0.552311996003308	0.0121569617432129
	-0.0981235494363741	NA
GLS	-0.366920213277555	0.218827759331374
STAT1	-0.371911502809645	0.386150636419058
STAT4	-1.2358937274995	0.00109238417888059
MYO1B	-0.44184046203085	0.257680232803237
NABP1	-0.636367643661043	0.0380861679632851
TMEFF2	-0.872382904205076	0.0978624505962208
STK17B	0.0919222677007184	0.737399501191105
HECW2	-0.793823652010552	0.00259505157491682
CCDC150	-0.259876820747456	0.249682968000143
GTF3C3	-0.165720661504516	0.490433497047133
PGAP1	-0.95302330646205	0.00480671266890683
ANKRD44	-0.500382535042897	0.124382891681147
SF3B1	-0.362020644553713	0.220650804504031
COQ10B	-0.298928881355122	0.202673210213868
HSPD1	-0.0336133209067714	0.898287097477088
HSPE1	-0.21178384554742	0.440562984519144
MOBKL3	-0.266420048739001	0.326779995896867
BOLL	NA	NA
PLCL1	-1.72182194931733	7.98116716956582e-05
	-0.809575346367161	0.000696146439163549
C2orf69	-0.823007122969122	0.000743145028257205
TYW5	-0.19630751893428	0.467311677725323
SPATS2L	0.027952415460151	0.911921927775823
	-0.359305924640582	0.140320505607536
SGO2	0.219127031242393	0.526177945609582
	-1.17357437089479	0.00196209791803635
BZW1	-0.0981261966664755	0.777443696796973
CLK1	-0.933430088074247	0.000798683063306085
	-0.378808914471928	0.136915077279831
ORC2	-0.253621839023598	0.302640141134609
	0.0119745383265973	0.949865837477737
CFLAR	0.0358937385942004	0.891215925544312
TRAK2	-0.247541764454061	0.28107226203862
ALS2CR12	0.0730052837343037	0.766887510628916
	-0.210548903664318	0.550342838886424
ALS2	0.148559419378047	0.40160583533865
KIAA2012	0.0409982158391319	0.590903477522417
FZD7	-0.386504741109771	0.200643320655131
BMPR2	-0.582579863340837	0.0412588471267402
FAM117B	0.197146373415047	0.662733162273948
ICA1L	0.0232993483187747	0.949449055441262
WDR12	0.0477215107275426	0.842631904996596
CARF	-0.802968964919104	0.0116610157064103
CYP20A1	-0.139218476829472	0.614952214039675
	-0.095895281665874	0.911793500127949
CTLA4	-0.285233686951855	0.7458625943506
PARD3B	-0.40723357518148	0.0639508170196743
INO80D	-0.000542530685615448	0.981912109807583
NDUFS1	-0.260731996239215	0.247748206983368
EEF1B2	-0.104978815241561	0.649672208723377
GPR1	-1.33477771287271	2.04767346128018e-05
ZDBF2	-1.05699712737635	0.0368840123819356
ADAM23	-1.15476974435566	0.000953308079887622
MDH1B	0.151495091195542	0.643672163755715
FASTKD2	0.0320632395064397	0.876322627397609
CPO	-1.12770045164479	0.0741012725477173
ATF1	-0.221860583436995	0.437312007439905
FZD5	-0.339143415054153	0.366630331266443
PLEKHM3	-0.0587559133571978	0.822809181875502
PIKFYVE	-0.100470957678189	0.851243776735601
PTH2R	0.0811736149726282	0.979104115460154
MAP2	-2.31043103041953	1.0851339605508e-08
	NA	NA
UNC80	-0.452018661928837	NA
	-0.699307349476952	NA
ACADL	-1.10491716779642	7.8611723927902e-07
MYL1	-0.379300580691297	0.345434991241201
LANCL1	-0.172664998637766	0.102355597083699
CPS1	NA	NA
ERBB4	0.126759972593311	0.854100290276383
	NA	NA
IKZF2	-1.14908547184293	0.000146381757379017
	-0.67172563294104	0.317884294465558
VWC2L	NA	NA
BARD1	-0.701638687196243	0.0286849385941338
ATIC	-0.526707655508655	0.0033994491754154
FN1	0.998686880012534	0.00385490072093874
MREG	-1.58279092292344	0.00165563570936665
MARCH4	0.341730771710608	0.474208873827036
XRCC5	-0.0558161023880206	0.777443696796973
TNP1	NA	NA
RUFY4	1.53420457472564	0.009343958067837
	1.09032923442429	0.14911642607005
	2.24719683872213	3.01143758806727e-06
ARPC2	0.44480594880069	0.00971075303241311
TMBIM1	1.04585773463503	0.00829953474508881
CATIP	-0.526980449803961	0.01874209296326
AAMP	1.07207935836356	0.018671589735216
	0.805480147085795	0.0892617124153791
PLCD4	0.796805168548923	0.0284816640939238
CNOT9	0.19517289341664	0.254584050440209
USP37	-0.568688877487236	0.0340716490609281
	0.900118938563596	NA
VIL1	-0.309976946450908	NA
CYP27A1	0.994357614531526	0.0482942730014751
PRKAG3	0.524445373435511	0.116844282254297
TTLL4	0.284952306578395	0.220820155773074
RNF25	0.79857947673762	0.0535565748794104
CFAP65	0.482597219470417	NA
IHH	0.418386924141073	0.0576113549994376
NHEJ1	0.125048339545789	0.711785134722198
CNPPD1	0.68900552172628	0.110696833268066
RETREG2	0.142596071990107	0.659473247099172
ZFAND2B	0.728993893401975	0.138041053364564
ABCB6	0.412297660862968	0.265218642901886
	0.945926802026872	0.0178133476901042
	0.173268265008628	0.453603590022525
GLB1L	-0.553102243043521	0.000486100980754157
STK16	0.471699863654047	0.0624714611100759
	0.375185295995704	0.747209321661009
TUBA4A	-0.0679312262232643	0.934919960918779
DNAJB2	0.123115010855555	0.784872179666705
PTPRN	-0.097373734275656	0.81467675575299
	NA	NA
DNPEP	1.04915757882397	0.0249764911624643
ACSL3	-0.712901122556518	0.00650326507418199
	-0.978653910614844	0.145480244936077
MOGAT1	-0.883223152770708	0.182690110191905
	-0.146667780087432	0.490939810400468
EPHA4	-0.844779541277934	0.00121921792474754
MRPL44	-0.0881019043871437	0.653042856088889
SERPINE2	0.60013606238778	0.0799580342988267
CUL3	-0.403288513312341	0.0887439268277542
DOCK10	0.0547791234121677	0.865189480582414
NYAP2	0.367933784854318	0.507786044169249
	-0.0986721902415093	NA
RHBDD1	-0.293579820255266	0.247204093584587
COL4A4	-1.54254278548892	0.0500477069710201
	-1.16388295686238	0.06222920955507
TM4SF20	1.40609632367922	0.015983158606289
AGFG1	0.262836584482058	0.172649364831681
CCL20	2.26406786853211	4.3139903557713e-05
DAW1	0.182728366638019	0.737900332374993
SPHKAP	1.27894366885772	0.0146321697003059
DNER	-1.50695208334349	0.00162347024132006
FBXO36	0.0537332208855133	0.968408991867695
SLC16A14	0.351744774927942	0.413653030593443
SP110	0.0286865837047294	0.917221438626037
	-0.134798896763668	0.721011399867677
	-0.111637839155964	0.816805596683742
CAB39	-0.252832757692772	0.398030917124307
ITM2C	0.346343798529894	0.294177656603285
SPATA3	NA	NA
C2orf72	0.017250417389982	0.948968023890008
PSMD1	0.111567260968134	0.554505525160572
HTR2B	-1.34519259202026	0.00363136083296346
NCL	0.0227537974261382	0.889892187986051
NMUR1	-0.522573571864875	0.310081736482264
	0.0467204511087538	NA
PDE6D	0.160198845596871	0.395652169217384
	-0.0287373704220826	0.917358425285464
ECEL1	1.51598373668203	0.00742658324327088
PRSS56	0	NA
CHRND	0.0830502845098134	NA
CHRNG	0.119303824159004	NA
EFHD1	0.605857309161453	0.148484570698253
GIGYF2	0.103132354811956	0.597801675539384
SNORC	NA	NA
NGEF	1.67591095719496	0.00515248069814803
NEU2	NA	NA
INPP5D	0.506705728405509	0.128316209434279
ATG16L1	0.567361070828723	0.00681624872019741
SAG	0.820051835603578	0.255673444769155
MROH2A	0.0836444855970053	NA
USP40	-0.348961820462031	0.0316010005788661
HJURP	1.60028412571759	0.000275280862418434
TRPM8	-0.234724703324659	NA
SPP2	NA	NA
AGAP1	1.27171610477724	0.000890205803393227
ASB18	NA	NA
GBX2	0.0831384892897701	NA
IQCA1	0.493983367634217	NA
ACKR3	1.39734933280095	4.74945741084571e-05
	0.589015123112232	0.00525862533727653
RAB17	0.186819797200657	0.56095556535362
	-0.225350762526851	NA
	0.54560870693625	0.0180886265826932
RAMP1	1.87397780608061	0.00387562634588788
	0.470116572666555	0.144471340667426
SCLY	1.1254883410419	0.0553953774527044
ESPNL	0.0830534140558311	NA
ERFE	NA	NA
PER2	-0.365969554458505	0.232321092725111
ILKAP	0.536626205867927	0.0431917431852963
ASB1	0.701377608371196	0.0222025848580846
HES6	1.43936375854396	0.00510403874242675
TWIST2	1.67660313446367	0.00677832646305434
MAD2L1BP	-0.00729250199007855	0.966924249256476
NDUFA10	1.25695615010456	0.0068414553884031
GPC1	1.53942328466115	0.00285641453310723
ANKMY1	0.202049845202431	0.672395614104643
RNPEPL1	1.41114146291627	0.0053913560530501
FARP2	-0.563090142470581	0.125590301881006
	0.513337410216629	0.0362381205305491
STK25	1.24115528269856	0.0121527708533428
THAP4	1.13415862857282	0.019124964331628
	0.460568516266087	0.104183932012974
PASK	1.13679902821301	0.079477363926515
HDLBP	0.986605447821596	0.0010646485630628
MTERF4	0.856089436895952	0.0340440816019151
SNED1	2.55819362627508	4.68356672491911e-07
	0	NA
	0.782741674868719	0.276296243149272
	NA	NA
AMER3	NA	NA
	NA	NA
	NA	NA
RIF1	-0.21803299308646	0.543351840130599
NEB	0.527213933616619	0.427326430710606
STAM2	-0.0562156439931054	0.857371593105227
	NA	NA
	-0.257321200159421	0.802125161467846
AGXT	-0.172314348409891	NA
VIPR2	-0.523820022538385	0.158986521415029
ESYT2	0.33982425722468	0.0993806157452924
UBE3C	-0.0448216081286045	0.738502083619505
MNX1	NA	NA
	0.414182156067526	0.000324481542441917
LMBR1	-0.0831261542618072	0.634714931934701
RNF32	0.675651043842989	0.0838832943818692
SHH	-0.068513706150362	NA
RBM33	0.3105049629655	0.05376235899295
INSIG1	0.793357900174661	0.00111564886297938
DPP6	-0.570994581299045	0.270515829389129
	NA	NA
	0.777071119422897	0.0442509473066636
CCT8L2	0.250594864373532	NA
GALNT11	-0.111113296104858	0.44160450832399
GALNTL5	-1.11078154195116	0.00357252856539844
PRKAG2	-0.048982734177109	0.829900087710733
	NA	NA
RHEB	-0.0848899179670793	0.676025490227901
SMARCD3	0.164973554904242	0.703414254655829
CHPF2	1.1268420144916	4.22209593889954e-06
WDR86	0.184516130766432	0.845301334639848
NUB1	-0.45954561507777	0.00586044923551944
	1.32663303885588	2.18712278697541e-05
AOC1	0.108070865573656	0.747458600168905
TMEM176A	0.415806479134787	0.504170733459217
TMEM176B	0.328949159864642	0.536248723128863
KCNH2	0.128757801300958	0.869621845422834
GIMAP2	0.929208063359452	0.0548039482487795
NOS3	0.217725969579676	0.678131342932349
	0.969168664235054	0.00499784782799642
GIMAP8	-0.0961063813061133	0.849342695724188
TCAF1	-0.958485521911371	9.47479859253309e-06
	NA	NA
	NA	NA
TAS2R41	0.0477341663163307	NA
TAS2R60	0.245920018488738	NA
EPHA1	1.71632371691083	0.000164158651177722
ZYX	1.37674942070107	0.000129539843990191
CLCN1	0.544454184077603	0.329726089617263
	0.151018735333414	0.385812912056039
TAS2R40	-0.479862442890053	0.402921411482745
TRPV5	-0.0565983036985384	0.896065903140842
KEL	0.17196797896068	0.765106331500796
EPHB6	-1.41860981099319	0.00768522781482412
	-0.133802965417623	0.557754302004921
TRBV24-1	0	NA
PRSS2	0	NA
TRBV19	-0.00376810394334416	NA
	-0.325161215686013	NA
	NA	NA
PRSS58	NA	NA
	-0.137933652999453	NA
MGAM2	-0.435112810618528	0.494619534836269
SSBP1	0.1719641927168	0.368120292463456
WEE2	-0.0804216653412538	0.874792387428018
KIAA1147	0.231610486646857	0.618888607464429
AGK	0.171860385931578	0.20126248051013
	0.502376504632001	0.641106587995311
BRAF	-0.598086726533754	0.0179662117973845
ADCK2	0.636244944774722	0.06818120335565
DENND2A	-0.646290729083844	0.0851522773866329
	0.164606812039117	0.145929202332166
KDM7A	-0.467253752615823	0.0952776262248278
PARP12	-0.0409593551493119	0.935337518543051
TBXAS1	0.208784499673772	0.620190799069277
KLRG2	0.196046746859022	0.530141064924733
	0.084616678177878	NA
	-0.191810456176813	0.290216383217558
UBN2	-0.238675666574836	0.474326038806975
TTC26	-0.366326228038351	0.123595586735863
ZC3HAV1	-0.036778403018561	0.890754198877992
KIAA1549	-0.540116482959075	0.123114180428676
ATP6V0A4	-0.714104137612104	0.442698028661596
SVOPL	-0.258139009968712	0.814445497360687
TRIM24	-0.486540497023805	0.0331752661139639
AKR1D1	-0.0988664630476875	0.852161979034556
CREB3L2	0.154098981779418	0.309064764779266
DGKI	1.30223886980586	0.0108294780218182
PTN	0.122883699247085	0.832247845316122
SLC13A4	0.279874230936382	0.144265952166694
AGBL3	-0.727332603096597	0.00714531942666
CYREN	0.776652024799851	0.0362020165688558
WDR91	0.566134789321485	0.100526636685176
STRA8	-0.58854096869072	NA
CALD1	0.0269058054425498	0.912212216277446
	0.0334344445515973	0.899675762060924
	NA	NA
SLC35B4	0.518532362016157	0.0161565437209036
LRGUK	-0.100418441846509	0.86611594316845
EXOC4	-0.325169657918601	0.035324664706924
CHCHD3	0.181388449870577	0.184188908722666
	-0.779269048260758	0.0159202256839597
MKLN1	-0.531468447213684	0.056019283950896
KLF14	0.150102964041417	NA
TSGA13	-0.523684637335768	0.54466279202388
COPG2	-0.635406126211517	0.00051755729360979
MEST	-0.577099097888578	0.166931986787999
CPA5	0.23270457702251	0.598990903812123
CEP41	0.200622870532176	0.35143920619543
CPA1	0.741451843811682	0.128283647312697
CPA2	0.232785863872798	0.657676377387975
SSMEM1	-0.318916871221156	0.572399183064963
TMEM209	-0.455839070275052	0.078005079287506
UBE2H	-0.415440026861426	0.109392195780888
ZC3HC1	-0.325666161694706	0.0759005384791174
NRF1	-0.100170584893543	0.440208462628888
STRIP2	-0.0671699425621222	0.927709709153491
AHCYL2	-0.464717372392826	0.135483558236
SMO	0.714956470280862	0.130864943195901
TSPAN33	0.565868945962408	0.108604461686377
	-0.1701978663224	0.817542358686341
TNPO3	-0.215221042101109	0.180567300984381
IRF5	1.17764224249647	0.00089578228369698
KCP	0.394648423026665	0.427688355084092
ATP6V1F	1.10999268018463	0.00128833017049058
FLNC	1.56812017548322	0.00272930256876237
CCDC136	0.66805632362419	0.0756690407903966
OPN1SW	-0.0264146153653261	NA
CALU	0.316481172541323	0.0907983735463034
FAM71F1	-0.725262894055192	0.231962224621957
FAM71F2	-0.743060497150951	0.087287442523081
IMPDH1	0.993731422016766	0.0164940962442103
LRRC4	0.00855315904673259	0.921445989750687
SND1	1.01192074966417	0.000839310826731068
PAX4	NA	NA
FSCN3	NA	NA
ARF5	0.711256305067308	0.0715662160967348
	-0.676903823896403	0.013652811630182
GPR37	-2.89712910999309	8.44732125550088e-09
TMEM229A	-0.068084744296259	NA
SPAM1	NA	NA
HYAL4	-0.6833351804861	0.356949332802339
	-0.496429806071659	NA
WASL	-0.706738051164134	0.00326857023380232
LMOD2	-1.90778247255394	0.000703426661625858
ASB15	-0.606394935841741	0.24340710126502
IQUB	-0.550823479126865	0.406858023977464
SLC13A1	-0.362765922271581	0.124639286000743
CADPS2	-0.513646998247544	0.0553672905212607
AASS	-0.798331076841744	0.00545196234214145
PTPRZ1	0.194071451045918	0.705651893699966
FAM3C	-0.53992399576762	0.0611771194311263
WNT16	1.6344944813287	0.000992711069965785
CPED1	-1.41379728446424	2.385664471346e-08
ING3	-0.394252193821041	0.096762840186637
TSPAN12	-0.565780724345468	0.0702329999222668
KCND2	0.638505798902928	0.473522735704038
	0.284367388648376	0.316945338821483
CTTNBP2	-1.11373145569554	4.31588401255413e-05
CFTR	-0.0980277176337545	0.820244217844359
ASZ1	-0.25249557206019	NA
WNT2	-0.166047394400683	0.837885021577586
ST7	-0.116806298082535	0.699489010478305
CAV1	0.112144195715097	0.815312374097676
CAV2	-0.603362269517448	0.13867988922314
FOXP2	-0.521245919917875	0.292843342751824
PPP1R3A	-0.0631316436583897	NA
GPR85	-1.38607155977598	0.00860244375437337
TMEM168	-0.0473843968341292	0.917830599569634
IFRD1	0.0540398580629575	0.828052091482716
	-0.050755798423208	NA
	-0.525940561972072	0.190194267744546
	NA	NA
LRRN3	-0.674145517803794	0.19182217024551
DNAJB9	0.0439279710218138	0.845892250143358
GPR141	-0.228409695711646	0.754283913328461
ELMO1	-0.359962432544535	0.0499914773585837
AOAH	-0.589639682554905	0.22412942838858
ANLN	0.622930638823479	0.0736861770562053
KIAA0895	-0.892766249473201	0.00683744502191706
SEPT7	-0.452305571741572	0.0861735455174659
TBX20	1.48395835607104	0.011052524686417
DPY19L2	NA	NA
NPSR1	1.61078692816753	0.00149347527853423
BMPER	-0.563389999234951	0.0500972972147644
PDE1C	0.979164106878976	0.0238167098973695
ITPRID1	0.453269274200731	0.648084584651953
ADCYAP1R1	-0.875036648496246	0.127703052956402
GHRHR	-0.0151551915195552	NA
MINDY4	-0.0333419489587374	0.920705946122906
INMT	-0.916659032764727	0.113188620518873
GARS	0.271865729577813	0.0699725321008183
NOD1	0.86510959659674	0.000559947796061615
	-0.422841582755605	0.147130855961813
PLEKHA8	-0.271213772892295	0.188738897044037
SCRN1	0.281584835256288	0.516349307021633
WIPF3	-0.620704943798551	0.175639936367752
PRR15	-1.10081527376714	0.0848893670421239
	-0.181728890823792	0.748029515521598
CPVL	0.747303081320894	0.175141268696576
TRIL	-0.623634717826332	0.330894469041201
CREB5	-0.824291423228902	0.00515248069814803
JAZF1	0.196991630768045	0.675171392333328
TAX1BP1	-0.517155662360014	0.043706006068148
HIBADH	-0.481318617774734	0.00202800643848872
EVX1	NA	NA
HOXA11	0.667849253287684	0.113319384513084
HOXA7	-0.413969040053572	0.0548461445007053
HOXA5	-0.106725925361915	0.699676401317966
HOXA4	0.332031157177126	0.673152082662461
HOXA3	-1.38839155402742	0.000222149191588277
HOXA2	-0.0816498851262962	0.891551592887082
HOXA1	-0.0497277328615727	0.930982563292011
SKAP2	0.0836776694867388	0.78727269726719
	-0.476558197196358	0.0602591039894752
CYCS	0.905672614202824	1.48576009739605e-06
OSBPL3	0.482470415001154	0.006170725625294
GSDME	0.732523992223326	0.122086505575757
MPP6	0.0720365199027213	0.878297497908618
NPY	0	NA
STK31	-0.266470330622925	0.934397286424371
PGAM2	1.26484483363583	0.0232407426178624
DBNL	1.42775728307488	0.00381102322585901
UBE2D4	0.351679240417057	0.468769745206418
MRPS24	0.140190005600104	0.590875054920437
	0.306758328274792	0.423125383736719
ADCY1	0.767169217028723	0.334996784090871
IGFBP1	-0.0268705996169715	NA
	NA	NA
TBRG4	1.4840561325078	0.00655122506634779
NACAD	-0.139425477864632	0.840681671261617
CCM2	1.26131916704993	0.00220173000360495
	0.596365955659231	0.109459685186745
	0.227563770319928	0.21756510847534
H2AFV	0.0612532374025391	0.729526250706026
MYO1G	0.945026366952825	0.110901162369456
OGDH	1.62616418183036	0.00103287602565174
TMED4	0.35374560940808	0.147366009164487
DDX56	1.06440339873703	0.00396780851292068
NPC1L1	0.0389059116719698	0.927457367631185
NUDCD3	1.50463043507657	0.00610596365346864
YKT6	0.998201294149203	9.67038032407523e-05
GCK	0.862512301580782	0.0441804638713884
POLD2	0.195198043243823	0.785408184726014
AEBP1	0.783862257008407	0.160129463613613
POLM	1.09600571282509	3.57401192331688e-05
BLVRA	0.473803292826741	0.0783460534961365
	0.281329949856968	0.275559537812556
C7orf25	-0.11016865780432	0.577254037340962
GLI3	0.295656667107314	0.295602396762614
	-0.720285394390548	0.00141140626756734
CDK13	-0.175247314318507	0.220617353648414
VPS41	-0.0770242516442145	0.485041901092426
ZNF282	0.525481864853034	0.156812987968832
ZNF777	0.954520069854354	0.0704591447647315
	0.559571348927534	0.291129654504644
NLN	-0.222530073712695	0.414237704757445
CTNND2	0.137643103192201	0.788495886425537
TRIO	0.0341811661398715	0.900506940392747
OTULINL	-0.618873950277779	0.156453198572625
ANKH	-0.471170717070359	0.126058485923881
	NA	NA
	NA	NA
RETREG1	-0.133758541844287	0.81288962552593
ZNF622	0.0308167316751903	0.873537384357453
MYO10	-0.335722005199477	0.382284112287481
	0.0468454271626228	NA
CDH12	-0.373657029421254	NA
	0	NA
CDH10	0.0332246382980652	NA
	-1.13657346814691	0.107184976014709
C5orf22	-0.140797988495526	0.729211542232947
DROSHA	-0.0413575652099368	0.830472227813313
PDZD2	-1.1621517897312	0.00343742889040922
ADAMTS12	-0.415880591273233	0.355430498483283
TARS	0.160596304885386	0.287969493886836
SLC45A2	-0.423558116570018	0.354141909197006
AMACR	-0.000903302565703428	0.997571605511289
	0.756091420480388	0.17327230364805
RAI14	0.856985801137815	1.59325877025708e-07
TTC23L	1.04383149660841	0.0578234936116276
RAD1	-0.381942815649158	0.212631956734559
BRIX1	-0.0888495316741013	0.796098232663077
	-0.208567688211257	0.295602396762614
AGXT2	-0.109505340875741	0.75583568601459
PRLR	-0.586951693462647	NA
SPEF2	0.0311399151245392	0.924501592039507
IL7R	1.00807716185388	0.116577953999161
LMBRD2	0.199133021589156	0.568508389561841
SKP2	-0.469954911912018	0.0819287709838595
NADK2	-0.65394365987545	0.0234659735272227
	-0.844025505995857	0.116480182257506
RANBP3L	-0.663100626717452	0.116534500035841
	0.156786880623873	0.648084584651953
SLC1A3	0.196929122999189	0.606954663033829
NIPBL	-0.457659036988673	0.103208787387415
CPLANE1	-0.397492144124926	0.0918834193640097
NUP155	-0.139201644445806	0.618191082227055
WDR70	-0.0722191040304279	0.708315236165583
EGFLAM	-1.23202815983094	0.0222673896310827
LIFR	-0.688412155601976	0.0638398207208484
OSMR	0.267398804021348	0.175609406019105
RICTOR	-0.755545046908125	0.0162372781805662
FYB1	-0.00741530228851457	0.989340178233526
C9	-0.348910647200811	0.782513148921901
DAB2	-0.711058078855819	0.0135034588118929
C7	1.65640283761644	6.02023007704249e-05
C6	0.636757518653891	0.211208084479473
OXCT1	-1.00496021220503	0.00427733440696115
FBXO4	-0.295166070720836	0.326898908943087
GHR	-0.940268422893039	0.000591484982285257
CCDC152	0.0811166788508647	0.820122372874323
	0.640650362644274	0.590636327790834
	-0.444289234623142	0.501230805158059
CCL28	-0.12253395529374	NA
HMGCS1	-0.100043060079917	0.705986728747682
NIM1K	-0.761117422318955	0.0520639494073064
PAIP1	-0.361381846112709	0.136814046675684
	-0.615724339582404	0.00146190999037266
NNT	0.212869633920997	0.291406735804209
FGF10	-0.0882657553515883	0.899684076103714
	0.0474370770776224	NA
PARP8	-0.364800579774212	0.337819160438839
ISL1	-0.298091602496515	0.725389781336976
PELO	0.485091206234289	0.053909633483185
ITGA1	-0.347548021576732	0.486048930969941
	-0.0212672020141278	0.959433021977577
ITGA2	-0.217100001255619	0.601122980658587
MOCS2	-0.35955448464309	0.134004825234044
FST	-0.414989456589712	0.24301031396783
NDUFS4	-0.48217551352477	0.00727747259027958
ARL15	-0.260466189890883	0.312318011360027
	-0.498442777153816	0.0948247058056761
ESM1	-1.50617945834303	0.0130990437392122
GZMK	-1.27038667935964	0.00438313143682693
GZMA	-0.610327887184655	0.206245267503336
GZMA	-0.612712805212859	0.220299539453223
DHX29	-0.349635118320365	0.151723368216032
MTREX	-0.20822339714359	0.423544851793351
PLPP1	0.48021140071702	0.0324710487290967
DDX4	-0.310710742659834	0.482268189095236
IL31RA	-0.560690053970628	0.38116139449708
IL6ST	-0.703250967070601	0.0117309648442655
ANKRD55	-0.938869325187805	0.106509198033543
MAP3K1	-0.7742757711106	0.0120229683466486
SETD9	-0.481332702320559	0.0965858807341807
MIER3	-0.55460351923505	0.0425009978910902
GPBP1	-0.555235025155431	0.0333911406052467
ACTBL2	0.00903196986624931	NA
PLK2	-0.835446780326741	0.0451324554728939
	0.119872599437045	NA
RAB3D	1.42368134641665	0.00556866935723068
PDE4D	0.200606824680707	0.501896617254514
DEPDC1B	0.0518472800452713	0.871315736776938
ERCC8	-0.507385339650873	0.0354990238810604
IPO11	-0.305764293036053	0.316627060695116
HTR1A	NA	NA
RNF180	-1.14751124145971	0.00707399309052704
CWC27	-0.273163610047043	0.229608558571568
ADAMTS6	1.25577376250056	6.87138575894322e-08
PPWD1	-0.330727786935539	0.169282759378066
CENPK	-0.206150451500234	0.628254192021735
TRIM23	-0.672280970431273	0.0139075542672211
	-0.363265543854173	0.171908447294659
ERBIN	-0.492770172836692	0.081163826910447
MAST4	-0.5209397606395	0.0679259113606009
CD180	-0.374772618690138	0.454316991601877
PIK3R1	-0.265473166990553	0.471792834009085
MARVELD2	-0.483162489553026	0.258324275004752
RAD17	-0.2619607306156	0.17755309231946
CDK7	-0.0669968064583513	0.79981190243649
CCDC125	-0.604423862478313	0.0163174554779322
BDP1	-0.369371778134269	0.419156625608585
	-0.802864248680296	0.230470341568114
	-0.33537609776251	0.149724940731862
MCCC2	-0.514268314891388	0.0729617957829942
CARTPT	NA	NA
MAP1B	-0.149125093378277	0.762882304920911
PTCD2	-0.216174526404196	0.15213425200429
ZNF366	-0.667590938313492	0.053715845938486
	-0.0261038274978184	NA
NSG2	-0.661705667093986	NA
CPEB4	-0.46717724074629	0.076651504081498
	-0.183363535898696	0.391367580149207
STC2	1.71865207249677	2.03660911399229e-08
BNIP1	0.274208793443018	0.12404614107151
CREBRF	-0.88818938810518	0.0160842308127906
ERGIC1	0.0237525395664559	0.921036613877721
RPL26L1	0.204265591329578	0.235814845243999
	0.369441634455273	0.0604869583122689
DUSP1	0.939160998160311	0.0199399976218548
NEURL1B	0.525138371446457	0.355776528831443
EFCAB9	-0.108270115457503	NA
FGF18	0.124198381221278	0.706090924965533
	-0.144923181373487	0.585451296274332
TLX3	NA	NA
RANBP17	-0.39520811498443	0.0371846857102104
KCNIP1	0.0514771465895062	0.911780601548665
KCNMB1	-0.0648769934965294	0.893291177494533
LCP2	0.328132478935498	0.308172714813253
DOCK2	0.0806913416572324	0.836367470639859
FOXI1	0.0121093749591614	NA
