ID	osteoarthritisvsHealthy.control_logFC	osteoarthritisvsHealthy.control_padjFilter
LIPE-AS1	-0.165875243133464	NA
LIPF	0.0209275538769194	NA
LIPG	-0.664480629592316	NA
LIPH	-0.169621976183262	NA
LIPI	-0.0406548817122827	NA
LIPJ	-0.00128399306192062	NA
LIPT1	0.0720074921834728	0.749250931509527
LITAF	0.696966891709383	0.101368583039598
LIX1	-0.00722726050120537	NA
LIX1L	0.151738634937857	0.258845599797269
LKAAEAR1	0.0490262112138948	0.704171156150016
LL22NC03-63E9.3	-0.0194381269961932	NA
LLCFC1	-0.0492329250728814	NA
LLGL1	-0.0538227877661104	0.659129804867483
LLGL2	-0.0855457845462126	NA
LLPH	0.216497163582394	0.366586938278199
LMAN1	-0.0449728434931504	NA
LMAN1L	-0.0547460080749032	0.765999227362272
LMAN2	0.0850486764972036	NA
LMAN2L	0.286454222210115	0.210511076006011
LMBR1	-0.0649787780955258	NA
LMBR1L	-0.0188226017506636	0.922986743396793
LMBRD1	-0.0567260646177283	0.629898521964777
LMBRD2	-0.0478650104067171	NA
LMCD1	0.117352882409743	NA
LMF1	0.255137618868306	0.302598648956415
LMF2	0.167361788336717	0.2757575940813
LMLN	0.0874541360455368	NA
LMNA	0.0828988540929068	0.710687517673384
LMNB1	0.322660825555221	NA
LMNB2	0.459365044422947	0.0313756091126292
LMNTD1	-0.0745564116080448	NA
LMNTD2	-0.0173969435605024	NA
LMNTD2-AS1	-0.239782256166472	NA
LMO1	0.0567210395040076	NA
LMO2	0.0448017903981066	0.836517313851256
LMO3	0.00226022970912299	NA
LMO4	0.341260272783499	0.276106413814946
LMO7	-0.310692928234874	NA
LMO7DN	0.0481566809676841	NA
LMOD1	-0.24821455575342	0.19145255273933
LMOD2	-0.770657902158637	0.361082107972522
LMOD3	-0.331527757220762	NA
LMTK2	-0.0142623674644247	NA
LMTK3	-0.0795937137315521	NA
LMX1A	-0.0559420354801881	NA
LMX1B	-0.0395222699730269	NA
LNCAROD	0.0406447160209868	NA
LNP1	0.48334730309996	0.0617177534216088
LNPEP	0.0113197478272484	NA
LNPK	0.369279789583909	0.107993847965967
LNX1	0.438054817128234	0.220928045890642
LNX2	0.395882186199502	0.0943562716854336
LOC100126784	0.0460777902393739	NA
LOC100127938	0.0273782375442222	NA
LOC100128079	-0.184942148467435	NA
LOC100128108	-0.00340458420232004	NA
LOC100128164	-0.100932835221728	NA
LOC100128288	0.0335524049343232	NA
LOC100128325	-0.314689639728335	NA
LOC100128653	-0.196515937492968	0.321595608258858
LOC100128988	-0.101039801207675	NA
LOC100128993	-0.0558016167745117	NA
LOC100129034	0.0430003449055576	0.816311350923083
LOC100129098	-0.0903458890464313	0.649528373236287
LOC100129129	-0.173423393510345	NA
LOC100129175	-0.0947543878521904	NA
LOC100129455	0.222830313707981	NA
LOC100129503	-0.210243432681336	0.190474952768587
LOC100129603	-0.161259846199643	NA
LOC100129620	-0.0426462151638276	NA
LOC100129917	0.0265560834881207	NA
LOC100129935	-0.103319845991266	NA
LOC100130111	-0.0919978080473314	NA
LOC100130264	-0.216736997612805	NA
LOC100130268	-0.101137143069856	NA
LOC100130331	-0.0715475679860016	NA
LOC100130357	0.044547203932896	NA
LOC100130370	-0.269553129066805	0.16750995830286
LOC100130449	-0.124271932413779	NA
LOC100130452	-0.205494671407965	NA
LOC100130548	0.256355342973094	NA
LOC100130691	0.0580915599042724	NA
LOC100130744	-0.126533018871478	NA
LOC100130872	-0.0577422567447243	0.778991296287177
LOC100130950	-0.0328075559548413	NA
LOC100130964	0.00510201284562761	NA
LOC100130987	-0.160048449395399	0.469680670972783
LOC100130992	0.12970344906971	NA
LOC100131496	0.0221403152432682	NA
LOC100131532	-0.0691523976619868	NA
LOC100132057	0.102809023101575	NA
LOC100132077	-0.0506257839064532	NA
LOC100132078	-0.128510362123134	NA
LOC100132356	-0.184030636117395	NA
LOC100132686	-0.167893493443992	NA
LOC100133315	-0.424862181297418	0.0847788430944409
LOC100133920	-0.0599041969314906	NA
LOC100134040	-0.130450243098163	NA
LOC100134368	-0.327612261373361	NA
LOC100190986	-0.137970800244831	NA
LOC100240728	-0.0410789279902604	NA
LOC100240734	-0.177473098152776	NA
LOC100268168	0.00823738355337822	NA
LOC100272217	0.292936491246806	NA
LOC100286922	-0.327281928332529	NA
LOC100286925	-0.118443691211091	0.802824409784151
LOC100287015	0.111586535464528	NA
LOC100287290	-0.0704703861241187	NA
LOC100287387	-0.116726933132171	NA
LOC100287497	-0.161933655208852	NA
LOC100287704	-0.00406547033415805	NA
LOC100287896	0.213321899181413	NA
LOC100288123	-0.138020545532912	NA
LOC100288175	-0.276325049169795	0.281833071089998
LOC100288570	0.186206498278369	NA
LOC100288590	-0.0509966414046468	NA
LOC100288798	0.0365720436914581	NA
LOC100288966	0.0082982337499331	NA
LOC100289230	0.0774061715607886	NA
LOC100289333	-0.834395781393755	0.0311050605724723
LOC100289361	0.304520946745804	NA
LOC100289473	-0.276640725305828	NA
LOC100289495	-0.150446730317848	NA
LOC100289518	-0.0577436473313679	NA
LOC100294145	-0.129648320529281	NA
LOC100310756	-0.0689118784360208	0.778991296287177
LOC100419741	-0.297593714003679	NA
LOC100421171	-0.105830144067173	NA
LOC100421494	-0.12354887028741	NA
LOC100422212	-0.102975108882768	NA
LOC100422781	-0.025884987189019	NA
LOC100499194	-0.0676280560176776	NA
LOC100499489	-0.102150816095897	NA
LOC100505498	-0.0984542889597009	NA
LOC100505501	0.165277941681027	NA
LOC100505549	-0.0229171497771548	NA
LOC100505555	-0.152844026415997	NA
LOC100505622	0.0819728102325143	NA
LOC100505664	-0.173797105803091	NA
LOC100505685	0.0067007264864376	NA
LOC100505711	-0.150021777383873	0.285523633158308
LOC100505716	0.0526745143908123	NA
LOC100505774	-0.134876027609686	NA
LOC100505782	-0.123166828968284	NA
LOC100505797	-0.134091599188422	NA
LOC100505841	-0.145303988085463	NA
LOC100505851	-0.307268113279188	NA
LOC100505874	0.15183343018348	NA
LOC100505912	-0.193617938928253	NA
LOC100505915	-0.398758930843683	0.271415081819004
LOC100505918	-0.0507718920093483	0.713397108291837
LOC100505938	0.133287468585244	NA
LOC100505942	-0.103061411047076	NA
LOC100505978	-0.13172058705667	NA
LOC100505985	-0.00681366915154991	NA
LOC100506016	-0.0922147794878803	NA
LOC100506071	-0.0259101113570099	NA
LOC100506083	-0.134658873786075	NA
LOC100506098	0.0808361685942236	NA
LOC100506100	0.261836697947714	NA
LOC100506142	-0.178989611823009	NA
LOC100506175	-0.128031433288259	0.424838431328067
LOC100506207	0.163540108952256	NA
LOC100506235	-0.170018191394134	NA
LOC100506236	-0.136495966350356	NA
LOC100506258	-0.116209278776712	NA
LOC100506271	-0.289888364065521	NA
LOC100506274	-0.117203647104826	NA
LOC100506282	-0.0527444817218163	NA
LOC100506289	-0.250752444128892	NA
LOC100506302	-0.0518863369949667	NA
LOC100506388	0.182267074046798	0.689690151056769
LOC100506405	-0.27307586195822	NA
LOC100506406	-0.124550931499389	NA
LOC100506411	-0.0752110512899478	NA
LOC100506446	-0.22975317396699	NA
LOC100506472	-0.125272125321878	NA
LOC100506473	0.0133328219636955	0.963040319361915
LOC100506476	0.0217904153444479	NA
LOC100506489	-0.023354270417054	NA
LOC100506497	-0.199850280469083	NA
LOC100506563	-0.0721669594168377	0.907619197887091
LOC100506585	0.0428630864357853	NA
LOC100506606	-0.124756395781545	NA
LOC100506639	0.12061119436668	NA
LOC100506675	-0.184887716187397	NA
LOC100506679	-0.0452063058371186	NA
LOC100506691	-0.0989300649030422	NA
LOC100506725	-0.179241747377193	NA
LOC100506730	0.204397013865213	NA
LOC100506731	-0.000380767296922269	NA
LOC100506790	-0.111129333067187	NA
LOC100506851	-0.221953618994136	NA
LOC100506858	-0.00928213459909699	0.968367300420093
LOC100506885	-0.0306899665204918	NA
LOC100506929	-0.0611962170053744	NA
LOC100506990	0.0874064417328677	0.846485538974132
LOC100507006	-0.250430875872282	NA
LOC100507053	-0.213285916514064	NA
LOC100507065	-0.0385420035481219	NA
LOC100507156	-0.00114940135645369	0.996296695878709
LOC100507221	-0.0564314099059695	NA
LOC100507250	-0.153851234804327	NA
LOC100507283	-0.0699669445634283	NA
LOC100507291	-0.0358541785259261	0.83089142193481
LOC100507336	-0.145644493562616	NA
LOC100507351	-0.0219975008052078	NA
LOC100507377	-0.148783024407968	NA
LOC100507384	-0.0954700548991436	NA
LOC100507388	-0.0471124419305466	NA
LOC100507389	-0.0212055701625169	NA
LOC100507395	-0.199033515690676	0.224986739789629
LOC100507403	-0.0903602549053204	NA
LOC100507443	-0.154537891815394	NA
LOC100507477	-0.0466136113866242	NA
LOC100507507	-0.193580388317738	NA
LOC100507513	-0.0773618144034871	NA
LOC100507516	0.366050292466995	NA
LOC100507557	0.166289756514752	0.509845300586944
LOC100507560	-0.246864164177849	NA
LOC100507562	-0.0285788244691823	NA
LOC100507564	0.238982278290521	NA
LOC100507634	0.0686774221869837	NA
LOC100507642	-0.00552040647958041	NA
LOC100630923	0.0465916417838361	NA
LOC100631378	-0.107514051189459	NA
LOC100652768	-0.166908765458921	0.276872022579338
LOC100652999	-0.262178324116903	NA
LOC100996263	-0.122960910212361	NA
LOC100996325	0.0492392337458054	NA
LOC100996349	-0.0757784050795465	0.713161845410583
LOC100996385	-0.0851777452387115	NA
LOC100996404	0.0117897829108293	NA
LOC100996419	0.0398726809010173	NA
LOC100996506	-0.0351772356811795	0.842312724942619
LOC100996549	-0.0409372615194625	NA
LOC100996583	-0.132844363004682	NA
LOC100996654	-0.159522535421223	NA
LOC100996671	-0.168312104603364	NA
LOC100996681	-0.218789227267847	0.238016130288245
LOC100996724	-0.0655522746259889	0.766844351629054
LOC100996740	0.691159738987377	0.136697826951249
LOC100996756	-0.0283381135965364	NA
LOC101059948	0.00581378934375465	NA
LOC101060400	-0.147208711123199	NA
LOC101060553	-0.0137705959870393	NA
LOC101559451	-0.0715941230568724	NA
LOC101593348	-0.242290899624098	NA
LOC101926892	-0.116936772736207	NA
LOC101926907	-0.207727753378047	NA
LOC101926913	-0.0160131541562905	NA
LOC101926915	-0.140691125556211	NA
LOC101926934	-0.153227591142023	NA
LOC101926944	0.0542626839659857	NA
LOC101926948	-0.1016270459422	NA
LOC101926959	0.0920917543977873	NA
LOC101926960	-0.599350756923274	NA
LOC101926963	0.0326765141111691	NA
LOC101926967	0.233568047431705	NA
LOC101926984	-0.127068283248736	0.448413357278714
LOC101927018	-0.0822937736377241	NA
LOC101927020	-0.270011202128297	NA
LOC101927021	-0.0248036884590546	NA
LOC101927040	-0.0319881097216852	NA
LOC101927044	-0.015533789064067	NA
LOC101927051	-0.152948273414002	NA
LOC101927060	-0.0375490515237198	NA
LOC101927066	0.00781493090692242	NA
LOC101927069	-0.132897694194483	NA
LOC101927089	-0.00229479126153631	NA
LOC101927093	-0.281025155409377	NA
LOC101927098	-0.0524706158775778	NA
LOC101927124	0.0269080882273274	NA
LOC101927131	-0.233757714663998	0.133012888479817
LOC101927138	-0.225584846117085	NA
LOC101927143	-0.0247826288472348	0.876160764320745
LOC101927151	0.00881964399483426	0.961382732298497
LOC101927157	-0.157406509772396	NA
LOC101927159	-0.162310731676333	NA
LOC101927164	-0.0288126139062523	NA
LOC101927166	-0.356157223892667	0.111117120756416
LOC101927237	-0.0138691234509336	NA
LOC101927247	-0.0618673986113198	NA
LOC101927248	-0.146610560381518	NA
LOC101927253	-0.19069489336787	NA
LOC101927263	0.145513824947587	NA
LOC101927272	-0.0403593085149678	NA
LOC101927278	-0.0877667637647148	NA
LOC101927310	0.0366502303897942	NA
LOC101927314	-0.0605679752955508	NA
LOC101927330	-0.160184792250669	NA
LOC101927342	-0.254173916647752	NA
LOC101927358	0.0432208963835246	NA
LOC101927359	-0.123777024854379	NA
LOC101927365	0.161699195517909	NA
LOC101927377	-0.0199757894899699	NA
LOC101927391	-0.127583953553738	NA
LOC101927410	-0.215391020453615	NA
LOC101927420	0.201242869862309	NA
LOC101927432	-0.163017106238287	NA
LOC101927447	-0.105251312790123	NA
LOC101927450	0.0181598156740264	NA
LOC101927467	-0.236138048177068	NA
LOC101927479	0.0422520312704942	NA
LOC101927490	-0.10908025499752	NA
LOC101927495	-0.117282758090253	NA
LOC101927499	-0.177688861236537	NA
LOC101927502	-0.0876952828191224	NA
LOC101927513	-0.0919218810114124	NA
LOC101927516	-0.0598629091996403	NA
LOC101927531	-0.100707875999915	NA
LOC101927539	-0.22795202527537	NA
LOC101927543	-0.0602497256827927	NA
LOC101927550	-0.233350016370806	NA
LOC101927552	0.0224860640883882	NA
LOC101927588	-0.0482820311819236	NA
LOC101927603	-0.0523389725338284	NA
LOC101927604	-0.0984138849235978	NA
LOC101927608	-0.213151999505832	0.269363510481091
LOC101927609	0.185795106836048	0.559155342774846
LOC101927610	-0.14959058319419	NA
LOC101927620	0.0599618288188388	NA
LOC101927623	-0.280108467875369	NA
LOC101927636	-0.099273174219809	NA
LOC101927647	-0.00757368943763215	NA
LOC101927657	0.0262423983968629	NA
LOC101927668	0.458728903466326	NA
LOC101927690	0.145242038504367	NA
LOC101927699	-0.0393377319329842	NA
LOC101927702	-0.181230891496446	NA
LOC101927709	-0.137191135527802	NA
LOC101927723	-0.07443996688641	NA
LOC101927752	0.271258842809721	NA
LOC101927760	-0.0589205769120706	NA
LOC101927769	-0.285128304576624	NA
LOC101927770	-0.388354673883346	NA
LOC101927787	-0.0633060764648046	NA
LOC101927790	-0.222014162060654	NA
LOC101927798	-0.13332976347464	NA
LOC101927809	-0.0935681019192138	NA
LOC101927811	-0.0044715620917577	0.987515046197689
LOC101927814	-0.21023248489765	NA
LOC101927815	-0.498350090839302	NA
LOC101927824	-0.169877249447576	0.396961071489152
LOC101927829	-0.0110751536295073	NA
LOC101927839	-0.0736966664192176	NA
LOC101927851	0.0922277404877563	NA
LOC101927870	-0.068614712659143	NA
LOC101927884	-0.18091483459631	NA
LOC101927914	-0.113519939189273	NA
LOC101927943	0.443516753607947	NA
LOC101927948	0.0710994043212212	NA
LOC101927950	-0.105026893967615	NA
LOC101927967	-0.342708850489388	NA
LOC101927972	-0.0628124971532182	NA
LOC101927974	0.246429185727984	NA
LOC101928000	0.0652731168618006	0.769592826626404
LOC101928002	-0.157198067179665	NA
LOC101928009	-0.114854649892252	NA
LOC101928012	-0.134902918021239	NA
LOC101928014	-0.407900031715701	NA
LOC101928035	-0.0675858572081669	NA
LOC101928045	0.0691397147618873	NA
LOC101928047	-0.0940257353189646	NA
LOC101928052	-0.139256729879157	NA
LOC101928068	0.0226059388511803	NA
LOC101928069	-0.205341745360695	NA
LOC101928076	0.0603041956467667	NA
LOC101928087	-0.16784457587821	NA
LOC101928100	-0.032063743016046	NA
LOC101928107	-0.135554036156418	NA
LOC101928123	0.118170632231618	NA
LOC101928134	0.00358507594416668	0.988892559965689
LOC101928135	-0.0376794418107593	NA
LOC101928140	-0.00180637198302058	NA
LOC101928152	-0.0446080116599603	NA
LOC101928191	-0.0438505094027217	NA
LOC101928196	0.00494173880201743	NA
LOC101928201	0.0478054084394373	NA
LOC101928211	0.0432597553793026	NA
LOC101928222	-0.137399095428067	NA
LOC101928230	-0.017952495674229	0.942341433389517
LOC101928251	-0.148142979494848	NA
LOC101928255	-0.0136729675762819	NA
LOC101928269	-0.257990683868217	NA
LOC101928273	-0.0215585731568813	NA
LOC101928277	-0.275236914188654	NA
LOC101928278	-0.289250813107903	NA
LOC101928283	-0.175815505602952	NA
LOC101928284	-0.15846329477963	NA
LOC101928304	-0.268010993765699	NA
LOC101928306	-0.124602387029324	NA
LOC101928307	0.405645838941972	NA
LOC101928323	0.0458224533134759	NA
LOC101928326	0.0238766414206295	NA
LOC101928335	-0.10662534031717	NA
LOC101928343	-0.0887794232368693	0.562692214185219
LOC101928370	-0.134497985903397	NA
LOC101928386	0.0228931535831451	NA
LOC101928389	-0.0602239313740096	NA
LOC101928401	0.0327632733326833	NA
LOC101928409	0.090469483426336	NA
LOC101928417	-0.0117812098906467	NA
LOC101928419	-0.118829685310065	NA
LOC101928424	-0.0775900707695945	NA
LOC101928429	-0.158029130802761	NA
LOC101928446	-0.128434159620894	NA
LOC101928475	-0.0024991431064203	NA
LOC101928487	0.165568229393245	0.412620260230196
LOC101928491	0.117410846458305	NA
LOC101928495	0.0570737885782684	NA
LOC101928504	0.0759464482883572	NA
LOC101928505	-0.130552216167483	NA
LOC101928510	-0.0322411866163237	NA
LOC101928516	-0.165368628281518	NA
LOC101928519	-0.0863648639702435	NA
LOC101928521	0.142655776765665	NA
LOC101928525	-0.00257549784380284	NA
LOC101928526	-0.0327364179908711	NA
LOC101928535	-0.0398222852849766	NA
LOC101928551	0.0700573280219525	NA
LOC101928553	-0.144790207160223	NA
LOC101928554	0.0323489181934966	NA
LOC101928557	0.0730093658351896	NA
LOC101928565	-0.256965168780483	NA
LOC101928590	-0.0139534423695324	NA
LOC101928618	-0.00580552871922002	NA
LOC101928622	-0.159870414759891	NA
LOC101928626	-0.0701313740965128	NA
LOC101928651	-0.15434494225834	NA
LOC101928658	-0.058660422641382	NA
LOC101928661	-0.0881341181553612	NA
LOC101928663	-0.0311968212588889	NA
LOC101928673	-0.446161211137039	NA
LOC101928682	-0.135658263723266	NA
LOC101928697	-0.192415461063876	NA
LOC101928708	-0.0626991843403966	NA
LOC101928716	0.0715621004438103	NA
LOC101928718	-0.21368688852073	NA
LOC101928725	0.105021290034634	NA
LOC101928728	-0.121990379792376	NA
LOC101928730	-0.208647513238168	NA
LOC101928731	0.0963019182284492	NA
LOC101928739	-0.149074028144208	NA
LOC101928748	-0.0309995017413569	NA
LOC101928760	-0.126281640470956	NA
LOC101928762	-0.0813471328899142	NA
LOC101928797	-0.0708237379326766	NA
LOC101928809	0.0823484766402371	NA
LOC101928817	-0.0903407423955365	NA
LOC101928833	0.0347524117223776	NA
LOC101928834	-0.0434280157434732	NA
LOC101928837	-0.237821156608249	NA
LOC101928841	-0.0852004897789813	0.751333994485538
LOC101928844	-0.257921018608539	NA
LOC101928847	0.139735433022647	NA
LOC101928850	-0.162321620356917	NA
LOC101928858	-0.287939213987507	NA
LOC101928861	-0.139863382813135	NA
LOC101928881	-0.0567247952180576	NA
LOC101928893	0.00071617175180938	NA
LOC101928894	-0.0890965192612283	NA
LOC101928896	-0.0189382517027088	NA
LOC101928902	-0.0574982323442783	NA
LOC101928907	-0.0669324370376851	NA
LOC101928909	-0.0379076713685365	NA
LOC101928933	0.0537813592650376	NA
LOC101928937	-0.334182410365454	NA
LOC101928940	-0.158872958387041	NA
LOC101928961	0.000403085276272641	NA
LOC101928963	0.392746132683027	NA
LOC101928978	-0.0993023278559777	NA
LOC101928985	-0.236174331944063	0.255396195437816
LOC101928988	-0.0835185822875428	NA
LOC101929004	-0.11353182028981	NA
LOC101929007	0.00893415386555407	NA
LOC101929050	0.0320349403992086	NA
LOC101929073	-0.229110985443208	NA
LOC101929076	-0.0955006143554087	0.457708977725358
LOC101929109	-0.0142648857019991	NA
LOC101929114	-0.0601036785262825	NA
LOC101929116	-0.217470621983577	NA
LOC101929122	0.354108280734068	NA
LOC101929148	-0.116232425967643	NA
LOC101929154	-0.0681572894998554	NA
LOC101929172	0.00462634531248707	NA
LOC101929174	-0.0309896052855576	NA
LOC101929188	0.0554562244458352	NA
LOC101929210	0.00150832998269923	NA
LOC101929229	-0.247418050247566	NA
LOC101929243	0.226402105920151	0.268453149648877
LOC101929248	-0.249206386134148	NA
LOC101929255	-0.0741949735741572	NA
LOC101929268	0.0233060698966847	NA
LOC101929269	-0.0899728111814104	NA
LOC101929279	-0.250922832873536	NA
LOC101929280	-0.254005490545008	0.196676416110937
LOC101929289	0.137912348753119	NA
LOC101929297	-0.128600868358252	NA
LOC101929305	-0.264485575533089	NA
LOC101929315	-0.109342161504707	NA
LOC101929319	-0.047469064086997	NA
LOC101929340	0.168504463556434	NA
LOC101929341	0.0120797625523572	NA
LOC101929372	0.014398846781277	NA
LOC101929384	0.0266624774069144	NA
LOC101929398	-0.288863595805821	NA
LOC101929413	-0.0178891138263029	NA
LOC101929459	0.12554424206281	NA
LOC101929460	-0.028117796836546	NA
LOC101929464	-0.0551275907587137	NA
LOC101929473	-0.082074815821279	NA
LOC101929480	0.038226944688784	NA
LOC101929488	-0.0211311599737902	0.929196672756098
LOC101929512	-0.147717188652377	NA
LOC101929524	0.00554344246235861	NA
LOC101929528	-0.0846869598111466	NA
LOC101929538	0.0550044037659658	NA
LOC101929550	0.0328987397999798	NA
LOC101929552	-0.12315647443928	NA
LOC101929586	-0.135173787169073	NA
LOC101929592	-0.0622279513580768	NA
LOC101929609	-0.19068864406017	NA
LOC101929622	-0.140211413669212	NA
LOC101929645	-0.179284717698986	NA
LOC101929657	-0.15270032174906	NA
LOC101929662	-0.245843081873928	NA
LOC101929705	-0.0274572105525746	NA
LOC101929709	-0.0170104760867069	NA
LOC101929718	-0.121404914493476	NA
LOC101929719	0.0378571288097005	NA
LOC101929752	-0.0500924660326207	NA
LOC101929759	-0.285989850495754	NA
LOC101929762	-0.0742428779698794	NA
LOC101929774	-0.030740551248122	NA
LOC101929897	-0.0257250292429596	0.924890775640864
LOC101929902	-0.131041775336307	NA
LOC101929963	-0.0881734120306006	NA
LOC101929964	-0.186979334154603	NA
LOC101930028	-0.00774184517603338	NA
LOC101930081	-0.199603569714969	NA
LOC101930149	-0.188274841703894	NA
LOC101930370	0.0480442327544743	NA
LOC101930421	-0.150458898330837	0.565179637056263
LOC102546294	-0.0693058668136572	NA
LOC102546299	-0.201791234999768	NA
LOC102606465	0.0421873345219872	NA
LOC102723335	-0.186405675682337	NA
LOC102723380	-0.178714672605191	NA
LOC102723409	-0.154192425968634	NA
LOC102723493	-0.198161068978654	NA
LOC102723648	-0.0430578329323374	NA
LOC102723684	-0.0841991548529664	NA
LOC102723692	-0.099659006971911	NA
LOC102723701	-0.0378553064767324	NA
LOC102723704	-0.0832088348223277	NA
LOC102723757	-0.0676853372682453	NA
LOC102723809	0.0897775015854112	NA
LOC102723831	-0.0691423896014283	NA
LOC102723932	-0.0711796472094477	NA
LOC102724030	0.123651787554357	NA
LOC102724156	-0.152862348175101	NA
LOC102724323	-0.139691411680281	NA
LOC102724382	-0.139424360242357	NA
LOC102724434	-0.119729922352192	NA
LOC102724449	-0.241237804218403	NA
LOC102724511	-0.207818242632591	NA
LOC102724587	-0.190927520860935	NA
LOC102724612	-0.255206756163476	NA
LOC102724814	-0.135909791380307	NA
LOC102724851	-0.0292602815318475	NA
LOC102724880	-0.0194188815602256	NA
LOC102724938	-0.0160047979841265	NA
LOC102725116	-0.0572240399467385	NA
LOC103344931	-0.258213343924717	NA
LOC105369167	-0.12266430871873	NA
LOC105369748	-0.248379111532555	NA
LOC105369974	-0.0356248970756137	NA
LOC105370475	-0.0378607424445332	NA
LOC105370549	0.0130737772252734	NA
LOC105370612	-0.0900565789076486	NA
LOC105370613	0.0291366187987667	NA
LOC105370622	-0.203424209866667	NA
LOC105370697	-0.100723520760244	NA
LOC105370746	-0.0641926563408663	NA
LOC105370832	-0.0513830186350472	NA
LOC105371352	-0.151247878820895	NA
LOC105371622	-0.0280592607593566	NA
LOC105371967	-0.0795072428798904	NA
LOC105372069	-0.00768958895355709	NA
LOC105372404	-0.0206371845249036	NA
LOC105372520	-0.0727289694545692	NA
LOC105372547	-0.129288601183024	NA
LOC105372762	-0.0924364621986848	NA
LOC105372969	0.0339226633185383	NA
LOC105373150	-0.0257434432868786	NA
LOC105373383	0.387874920700781	NA
LOC105373418	-0.0797357312514357	NA
LOC105373942	0.0162342360251091	NA
LOC105373958	-0.0531707299598736	0.792089742664477
LOC105374042	0.0186240243254563	NA
LOC105374325	-0.0699537165498638	NA
LOC105374419	-0.0394174900809139	NA
LOC105374690	-0.0763496237176877	NA
LOC105374768	-0.0215203265846418	NA
LOC105374809	-0.228260864401303	NA
LOC105374928	-0.0687115102349214	NA
LOC105374989	-0.0286825486812057	NA
LOC105375026	-0.082260465692217	NA
LOC105375172	0.0230188068228903	NA
LOC105375240	-0.117115483306726	NA
LOC105375483	-0.085528976218062	NA
LOC105375839	-0.0725947979649963	NA
LOC105375875	-0.111050395851954	NA
LOC105376037	-0.0546439961320719	NA
LOC105376100	-0.145140654337251	NA
LOC105376166	-0.0262944218942165	NA
LOC105376292	-0.19674120128337	0.224030099223822
LOC105376944	-0.0855402683477773	NA
LOC105377276	0.077240889494234	NA
LOC105377458	-0.0209725693692198	NA
LOC105377468	0.0721283185158934	NA
LOC105377776	-0.15353509191508	NA
LOC105377938	-0.0816106528986635	NA
LOC105378052	-0.0621388277281536	NA
LOC105378130	0.0810809982674034	NA
LOC105378311	-0.0394997639943764	NA
LOC105378419	-0.0394492183117148	NA
LOC105378568	-0.0876046238090229	0.701821602494219
LOC105378997	0.0723352107615587	NA
LOC105379143	-0.0689310886795687	NA
LOC105379178	-0.200503564857502	NA
LOC105379426	-0.286405086498308	0.264758002118159
LOC114224	0.159101626441153	0.571484876287425
LOC145474	-0.187043078533946	NA
LOC145694	-0.131476802200202	NA
LOC145845	-0.0973584333168902	NA
LOC147004	0.0234448404689953	NA
LOC148696	-0.112770020358877	NA
LOC148709	-0.0535526430112685	NA
LOC149373	-0.190129862895591	NA
LOC150051	0.0317012247444017	NA
LOC151760	0.161962904074879	NA
LOC152048	0.0689292461942417	NA
LOC153684	-0.0682379846398229	NA
LOC153910	-0.112844477984865	0.387176734537745
LOC154761	0.080153754422577	0.809712050572147
LOC155060	-0.00866777828110976	0.97660161880007
LOC157273	-0.157369258196357	NA
LOC158434	-0.149979522468155	NA
LOC162137	-0.121889304784871	NA
LOC171391	-0.0907140536144988	NA
LOC200772	0.673111613583213	0.136697826951249
LOC202181	-0.138790729832775	NA
LOC220077	-0.0501114142013375	NA
LOC221946	-0.203142897152929	NA
LOC254028	0.0355818184914636	NA
LOC257396	0.246124287264847	NA
LOC283038	-0.0477198159973802	NA
LOC283045	-0.420848166076542	NA
LOC283177	-0.190021182011477	0.275034751861069
LOC283194	-0.0506191707069821	NA
LOC283214	-0.0481653816912835	NA
LOC283335	-0.277137432780961	0.281066537567756
LOC283387	-0.101905704159528	NA
LOC283665	-0.0166253234175602	NA
LOC283731	-0.359005040831267	NA
LOC283788	0.378646582676776	0.253415430986189
LOC283856	-0.090172783716377	NA
LOC284240	-0.0735167112590465	NA
LOC284379	-0.300283779482788	NA
LOC284395	0.0156192420817058	0.922542368575021
LOC284600	-0.446630571263466	0.0507374597425147
LOC284788	-0.0453935737932651	NA
LOC284798	-0.150290382617674	NA
LOC284865	-0.0532713001078138	NA
LOC284898	-0.0443731951846509	NA
LOC284930	-0.0764146034282787	NA
LOC284933	-0.216080476162109	0.299207506728137
LOC284950	0.0456178220826251	NA
LOC285000	-0.043632270915007	NA
LOC285095	-0.235463486334867	NA
LOC285097	0.0357094828809115	NA
LOC285191	-0.281640606082267	NA
LOC285422	0.0559347203288643	NA
LOC285500	-0.10681618983885	NA
LOC285593	-0.0675301177311898	NA
LOC285638	0.0551862923246897	NA
LOC285766	-0.0791011671332282	NA
LOC285819	0.124998943190117	NA
LOC285847	0.0324632661893296	NA
LOC285889	-0.0112790563507792	NA
LOC286059	-0.114810944962551	NA
LOC286083	-0.119181526651563	NA
LOC286177	-0.1264566627544	NA
LOC286178	0.125207649447464	NA
LOC286359	-0.0885901263102866	NA
LOC286437	-0.282066786361941	0.37920389505105
LOC338694	-0.171653241824042	NA
LOC338963	-0.0806012283044613	NA
LOC339260	-0.0758762939838271	NA
LOC339298	-0.00321720701064798	NA
LOC339352	-0.0638962471176434	NA
LOC339539	0.0336199417707919	NA
LOC339593	-0.1015066245925	NA
LOC339666	-0.169679410007515	NA
LOC339685	-0.0262831921406081	NA
